@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85059176202,SCOPUS_ID:85059176202,2-s2.0-85059176202,Vascular burden and APOE ε4 are associated with white matter microstructural decline in cognitively normal older adults,Williams O.A.,NeuroImage,10538119,10959572,188,NA,572-583,2019-03-01,March 2019,10.1016/j.neuroimage.2018.12.009,"White matter microstructure can be measured with diffusion tensor imaging (DTI). While increasing age is a predictor of white matter (WM) microstructure changes, roles of other possible modifiers, such as cardiovascular risk factors, APOE ε4 allele status and biological sex have not been clarified. We investigated 665 cognitively normal participants from the Baltimore Longitudinal Study of Aging (age 50–95, 56.7% female) with a total of 1384 DTI scans. WM microstructure was assessed by fractional anisotropy (FA) and mean diffusivity (MD). A vascular burden score was defined as the sum of five risk factors (hypertension, obesity, elevated cholesterol, diabetes and smoking status). Linear mixed effects models assessed the association of baseline vascular burden on baseline and on rates of change of FA and MD over a mean follow-up of 3.6 years, while controlling for age, race, and scanner type. We also compared DTI trajectories in APOE ε4 carriers vs. non-carriers and men vs. women. At baseline, higher vascular burden was associated with lower FA and higher MD in many WM structures including association, commissural, and projection fibers. Higher baseline vascular burden was also associated with greater longitudinal decline in FA in the hippocampal part of the cingulum and the fornix (crus)/stria terminalis and splenium of the corpus callosum, and with greater increases in MD in the splenium of the corpus callosum. APOE ε4 carriers did not differ from non-carriers in baseline DTI metrics but had greater decline in FA in the genu and splenium of the corpus callosum. Men had higher FA and lower MD in multiple WM regions at baseline but showed greater increase in MD in the genu of the corpus callosum. Women showed greater decreases over time in FA in the gyrus part of the cingulum, compared to men. Our findings show that modifiable vascular risk factors (1) have a negative impact on white matter microstructure and (2) are associated with faster microstructural deterioration of temporal WM regions and the splenium of the corpus callosum in cognitively normal adults. Reducing vascular burden in aging could modify the rate of WM deterioration and could decrease age-related cognitive decline and impairment.",48,30557663,Journal,ar,Article,100,7,7,Aging | Apolipoprotein ε4 | Diffusion tensor imaging (DTI) | Vascular risk factors | White matter microstructure,17495,NIH,ZIAAG000185,National Institutes of Health,0,FALSE,all,All Open Access,358,NA,S1053811918321530
true,https://api.elsevier.com/content/abstract/scopus_id/85058665605,SCOPUS_ID:85058665605,2-s2.0-85058665605,Predictors of neurodegeneration differ between cognitively normal and subsequently impaired older adults,Armstrong N.M.,Neurobiology of Aging,01974580,15581497,75,NA,178-186,2019-03-01,March 2019,10.1016/j.neurobiolaging.2018.10.024,"Effects of Alzheimer's disease (AD) risk factors on brain volume changes may partly explain what happens during the preclinical AD stage in people who develop subsequent cognitive impairment (SI). We investigated predictors of neurodegeneration, measured by MRI-based volume loss, in older adults before diagnosis of cognitive impairment. There were 623 cognitively normal and 65 SI Baltimore Longitudinal Study of Aging participants (age 55–92 years) enrolled in the neuroimaging substudy from 1994 to 2015. Mixed-effects regression was used to assess the associations of AD risk factors (age, APOE e4 carrier status, diabetes, hypertension, obesity, current smoking, and elevated cholesterol) with brain regional volume change among the overall sample and by diagnostic status. Older age, APOE e4 carrier status, hypertension, and HDL cholesterol were predictors of volumetric change. Among SI participants only, hypertension, obesity, and APOE e4 carrier status were associated with greater declines in selected brain regions. SI individuals in the preclinical AD stage are vulnerable to risk factors that have either a protective or null effect in cognitively normal individuals.",39,30580127,Journal,ar,Article,100,8,8,Cardiovascular risk factors | Cognitive impairment | Neurodegeneration,23985,NIH,N01-AG-3-2124,National Institutes of Health,0,FALSE,all,All Open Access,359,NA,S0197458018303889
true,https://api.elsevier.com/content/abstract/scopus_id/85058525590,SCOPUS_ID:85058525590,2-s2.0-85058525590,Uric acid enhances longevity and endurance and protects the brain against ischemia,Cutler R.G.,Neurobiology of Aging,01974580,15581497,75,NA,159-168,2019-03-01,March 2019,10.1016/j.neurobiolaging.2018.10.031,"Among mammals, there is a positive correlation between serum uric acid (UA) levels and life span. Humans have high levels of UA because they lack a functional urate oxidase (UOX) enzyme that is present in shorter lived mammals. Here, we show that male and female mice with UOX haploinsufficiency exhibit an age-related elevation of UA levels, and that the life span of female but not male UOX+/− mice is significantly increased compared to wild-type mice. Serum UA levels are elevated in response to treadmill exercise in UOX+/− mice, but not wild-type mice, and the endurance of the UOX+/− mice is significantly greater than wild-type mice. UOX+/− mice exhibit elevated levels of brain-derived neurotrophic factor, reduced brain damage and improved functional outcome in a model of focal ischemic stroke. Levels of oxidative protein nitration and lipid peroxidation are reduced in muscle and brain tissues of UOX+/− mice under conditions of metabolic and oxidative stress (running in the case of muscle and ischemia in the case of the brain), consistent with prior evidence that UA can scavenge peroxynitrite and hydroxyl radical. Our findings reveal roles for UA in life span determination, endurance and adaptive responses to brain injury, and suggest novel approaches for protecting cells against injury and for optimizing physical performance.",33,30576885,Journal,ar,Article,100,7,7,Endurance | Ischemic stroke | Lifespan | Oxidative stress | Uric acid,23985,NA,EX2009-0918,National Institute on Aging,0,FALSE,all,All Open Access,360,NA,S019745801830438X
true,https://api.elsevier.com/content/abstract/scopus_id/85057741442,SCOPUS_ID:85057741442,2-s2.0-85057741442,"Synaptic distributions of pS214-tau in rhesus monkey prefrontal cortex are associated with spine density, but not with cognitive decline",Crimins J.L.,Journal of Comparative Neurology,00219967,10969861,527,4,856-873,2019-03-01,1 March 2019,10.1002/cne.24576,"Female rhesus monkeys and women are subject to age- and menopause-related deficits in working memory, an executive function mediated by the dorsolateral prefrontal cortex (dlPFC). Long-term cyclic administration of 17β-estradiol improves working memory, and restores highly plastic axospinous synapses within layer III dlPFC of aged ovariectomized monkeys. In this study, we tested the hypothesis that synaptic distributions of tau protein phosphorylated at serine 214 (pS214-tau) are altered with age or estradiol treatment, and couple to working memory performance. First, ovariectormized young and aged monkeys received vehicle or estradiol treatment, and were tested on the delayed response (DR) test of working memory. Serial section electron microscopic immunocytochemistry was then performed to quantitatively assess the subcellular synaptic distributions of pS214-tau. Overall, the majority of synapses contained pS214-tau immunogold particles, which were predominantly localized to the cytoplasm of axon terminals. pS214-tau was also abundant within synaptic and cytoplasmic domains of dendritic spines. The density of pS214-tau immunogold within the active zone, cytoplasmic, and plasmalemmal domains of axon terminals, and subjacent to the postsynaptic density within the subsynaptic domains of dendritic spines, were each reduced with age. None of the variables examined were directly linked to cognitive status, but a high density of pS214-tau immunogold particles within presynaptic cytoplasmic and plasmalemmal domains, and within postsynaptic subsynaptic and plasmalemmal domains, accompanied high synapse density. Together, these data support a possible physiological, rather than pathological, role for pS214-tau in the modulation of synaptic morphology in monkey dlPFC.",4,30408169,Journal,ar,Article,100,8,8,aging | area 46 | delayed response | estradiol | menopause | pS214 | RRID:AB_2716719 | RRID:AB_2750560 | RRID:SCR_002865 | RRID:SCR_014199,16689,NIA,P01 AG16765,National Institute on Aging,0,FALSE,all,All Open Access,361,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85056992215,SCOPUS_ID:85056992215,2-s2.0-85056992215,"Multimorbidity and functional impairment–bidirectional interplay, synergistic effects and common pathways",Calderón-Larrañaga A.,Journal of Internal Medicine,09546820,13652796,285,3,255-271,2019-03-01,March 2019,10.1111/joim.12843,"This review discusses the interplay between multimorbidity (i.e. co-occurrence of more than one chronic health condition in an individual) and functional impairment (i.e. limitations in mobility, strength or cognition that may eventually hamper a person's ability to perform everyday tasks). On the one hand, diseases belonging to common patterns of multimorbidity may interact, curtailing compensatory mechanisms and resulting in physical and cognitive decline. On the other hand, physical and cognitive impairment impact the severity and burden of multimorbidity, contributing to the establishment of a vicious circle. The circle may be further exacerbated by people's reduced ability to cope with treatment and care burden and physicians’ fragmented view of health problems, which cause suboptimal use of health services and reduced quality of life and survival. Thus, the synergistic effects of medical diagnoses and functional status in adults, particularly older adults, emerge as central to assessing their health and care needs. Furthermore, common pathways seem to underlie multimorbidity, functional impairment and their interplay. For example, older age, obesity, involuntary weight loss and sedentarism can accelerate damage accumulation in organs and physiological systems by fostering inflammatory status. Inappropriate use or overuse of specific medications and drug–drug and drug–disease interactions also contribute to the bidirectional association between multimorbidity and functional impairment. Additionally, psychosocial factors such as low socioeconomic status and the direct or indirect effects of negative life events, weak social networks and an external locus of control may underlie the complex interactions between multimorbidity, functional decline and negative outcomes. Identifying modifiable risk factors and pathways common to multimorbidity and functional impairment could aid in the design of interventions to delay, prevent or alleviate age-related health deterioration; this review provides an overview of knowledge gaps and future directions.",247,30357990,Journal,re,Review,100,8,8,ageing | cognitive function | multimorbidity | physical function,26656,NA,undefined,NA,1,TRUE,all,All Open Access,362,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85054485629,SCOPUS_ID:85054485629,2-s2.0-85054485629,"Toward understanding genomic instability, mitochondrial dysfunction and aging",Fakouri N.B.,FEBS Journal,1742464X,17424658,286,6,1058-1073,2019-03-01,March 2019,10.1111/febs.14663,"The biology of aging is an area of intense research, and many questions remain about how and why cell and organismal functions decline over time. In mammalian cells, genomic instability and mitochondrial dysfunction are thought to be among the primary drivers of cellular aging. This review focuses on the interrelationship between genomic instability and mitochondrial dysfunction in mammalian cells and its relevance to age-related functional decline at the molecular and cellular level. The importance of oxidative stress and key DNA damage response pathways in cellular aging is discussed, with a special focus on poly (ADP-ribose) polymerase 1, whose persistent activation depletes cellular energy reserves, leading to mitochondrial dysfunction, loss of energy homeostasis, and altered cellular metabolism. Elucidation of the relationship between genomic instability, mitochondrial dysfunction, and the signaling pathways that connect these pathways/processes are keys to the future of research on human aging. An important component of mitochondrial health preservation is mitophagy, and this and other areas that are particularly ripe for future investigation will be discussed.",58,30238623,Journal,re,Review,100,8,8,DNA damage | mitochondria | mitophagy | NAD  + | PARP,38597,NIA,ZIAAG000723,National Institute on Aging,1,TRUE,all,All Open Access,363,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85054160890,SCOPUS_ID:85054160890,2-s2.0-85054160890,Biofidelic finite element models for accurately classifying hip fracture in a retrospective clinical study of elderly women from the AGES Reykjavik cohort,Enns-Bray W.S.,Bone,87563282,NA,120,NA,25-37,2019-03-01,March 2019,10.1016/j.bone.2018.09.014,"Clinical retrospective studies have only reported limited improvements in hip fracture classification accuracy using finite element (FE) models compared to conventional areal bone mineral density (aBMD) measurements. A possible explanation is that state-of-the-art quasi-static models do not estimate patient-specific loads. A novel FE modeling technique was developed to improve the biofidelity of simulated impact loading from sideways falling. This included surrogate models of the pelvis, lower extremities, and soft tissue that were morphed based on subject anthropometrics. Hip fracture prediction models based on aBMD and FE measurements were compared in a retrospective study of 254 elderly female subjects from the AGES-Reykjavik study. Subject fragility ratio (FR) was defined as the ratio between the ultimate forces of paired biofidelic models, one with linear elastic and the other with non-linear stress-strain relationships in the proximal femur. The expected end-point value (EEV) was defined as the FR weighted by the probability of one sideways fall over five years, based on self-reported fall frequency at baseline. The change in maximum volumetric strain (ΔMVS) on the surface of the femoral neck was calculated between time of ultimate femur force and 90% post-ultimate force in order to assess the extent of tensile tissue damage present in non-linear models. After age-adjusted logistic regression, the area under the receiver-operator curve (AUC) was highest for ΔMVS (0.72), followed by FR (0.71), aBMD (0.70), and EEV (0.67), however the differences between FEA and aBMD based prediction models were not deemed statistically significant. When subjects with no history of falling were excluded from the analysis, thus artificially assuming that falls were known a priori with no uncertainty, a statistically significant difference in AUC was detected between ΔMVS (0.85), and aBMD (0.74). Multivariable linear regression suggested that the variance in maximum elastic femur force was best explained by femoral head radius, pelvis width, and soft tissue thickness (R2 = 0.79; RMSE = 0.46 kN; p < 0.005). Weighting the hip fracture prediction models based on self-reported fall frequency did not improve the models’ sensitivity, however excluding non-fallers lead to significant differences between aBMD and FE based models. These findings suggest that an accurate assessment of fall probability is necessary for accurately identifying individuals predisposed to hip fracture.",30,30240961,Journal,ar,Article,100,13,13,Clinical retrospective | Computed tomography | Finite element | Hip fracture | Sideways fall,29551,ETH,ETH1514-1,Eidgenössische Technische Hochschule Zürich,0,FALSE,NA,NA,364,NA,S8756328218303521
true,https://api.elsevier.com/content/abstract/scopus_id/85053506372,SCOPUS_ID:85053506372,2-s2.0-85053506372,Registration for exponential family functional data,Wrobel J.,Biometrics,0006341X,15410420,75,1,48-57,2019-03-01,March 2019,10.1111/biom.12963,"We introduce a novel method for separating amplitude and phase variability in exponential family functional data. Our method alternates between two steps: the first uses generalized functional principal components analysis to calculate template functions, and the second estimates smooth warping functions that map observed curves to templates. Existing approaches to registration have primarily focused on continuous functional observations, and the few approaches for discrete functional data require a pre-smoothing step; these methods are frequently computationally intensive. In contrast, we focus on the likelihood of the observed data and avoid the need for preprocessing, and we implement both steps of our algorithm in a computationally efficient way. Our motivation comes from the Baltimore Longitudinal Study on Aging, in which accelerometer data provides valuable insights into the timing of sedentary behavior. We analyze binary functional data with observations each minute over 24 hours for 592 participants, where values represent activity and inactivity. Diurnal patterns of activity are obscured due to misalignment in the original data but are clear after curves are aligned. Simulations designed to mimic the application indicate that the proposed methods outperform competing approaches in terms of estimation accuracy and computational efficiency. Code for our method and simulations is publicly available.",24,30129091,Journal,ar,Article,100,4,4,Accelerometers | Alignment | Binary functional data | Functional principal component analysis | Generalized functional data | Warping,28861,NIA,R01HL123407,National Institute on Aging,1,TRUE,all,All Open Access,365,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85053052201,SCOPUS_ID:85053052201,2-s2.0-85053052201,Identification of novel mouse and rat CB1R isoforms and in silico modeling of human CB1R for peripheral cannabinoid therapeutics,Liu Q.R.,Acta Pharmacologica Sinica,16714083,17457254,40,3,387-397,2019-03-01,1 March 2019,10.1038/s41401-018-0152-1,"Targeting peripheral CB1R is desirable for the treatment of metabolic syndromes without adverse neuropsychiatric effects. We previously reported a human hCB1b isoform that is selectively enriched in pancreatic beta-cells and hepatocytes, providing a potential peripheral therapeutic hCB1R target. It is unknown whether there are peripherally enriched mouse and rat CB1R (mCB1 and rCB1, respectively) isoforms. In this study, we found no evidence of peripherally enriched rodent CB1 isoforms; however, some mCB1R isoforms are absent in peripheral tissues. We show that the mouse Cnr1 gene contains six exons that are transcribed from a single promoter. We found that mCB1A is a spliced variant of extended exon 1 and protein-coding exon 6; mCB1B is a novel spliced variant containing unspliced exon 1, intron 1, and exon 2, which is then spliced to exon 6; and mCB1C is a spliced variant including all 6 exons. Using RNAscope in situ hybridization, we show that the isoforms mCB1A and mCB1B are expressed at a cellular level and colocalized in GABAergic neurons in the hippocampus and cortex. RT-qPCR reveals that mCB1A and mCB1B are enriched in the brain, while mCB1B is not expressed in the pancreas or the liver. Rat rCB1R isoforms are differentially expressed in primary cultured neurons, astrocytes, and microglia. We also investigated modulation of Cnr1 expression by insulin in vivo and carried out in silico modeling of CB1R with JD5037, a peripherally restricted CB1R inverse agonist, using the published crystal structure of hCB1R. The results provide models for future CB1R peripheral targeting.",15,30202012,Journal,ar,Article,100,11,11,alternative splicing | cannabinoids | cell- and tissue-based therapy | gene expression,19403,NIH,106-1901-01-10-02,National Institutes of Health,1,TRUE,all,All Open Access,366,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85049580423,SCOPUS_ID:85049580423,2-s2.0-85049580423,CB <inf>2</inf> receptor antibody signal specificity: correlations with the use of partial CB <inf>2</inf> -knockout mice and anti-rat CB <inf>2</inf> receptor antibodies,Zhang H.,Acta Pharmacologica Sinica,16714083,17457254,40,3,398-409,2019-03-01,1 March 2019,10.1038/s41401-018-0037-3,"Cannabinoid CB 1 receptors are highly expressed in the brain and functionally modulate presynaptic neurotransmitter release, while cannabinoid CB 2 receptors (CB 2 Rs) were initially identified in the spleen and regarded as peripheral cannabinoid receptors. Recently, growing evidence indicates the presence of functional CB 2 Rs in the brain. However, this finding is disputed because of the specificity of CB 2 R antibody signals. We used two strains of currently available partial CB 2 -knockout (CB 2 -KO) mice as controls, four anti-rat or anti-mouse CB 2 R antibodies, and mRNA quantification to further address this issue. Western blot assays using the four antibodies detected a CB 2 R-like band at ~40 kD in both the brain and spleen. Notably, more bands were detected in the brain than in the spleen, and specific immune peptides blocked band detection. Immunohistochemical assays also detected CB 2 -like immunostaining in mouse midbrain dopamine neurons. CB 2 R deletion in CB 2 -KO mice may reduce or leave CB 2 R-like immunoreactivity unaltered depending on antibody epitope. Antibodies with epitopes at the receptor-deleted region detected a significant reduction in CB 2 R band density and immunostaining in N-terminal-deleted Deltagen and C-terminal-deleted Zimmer strain CB 2 -KO mice. Other antibodies with epitopes at the predicted receptor-undeleted regions detected similar band densities and immunostaining in wild-type and CB 2 -KO mice. Quantitative RT-PCR assays detected CB 2 mRNA expression using probes that targeted upstream or downstream gene sequences but not the probe that targeted the gene-deleted sequence in Deltagen or Zimmer CB 2 -KO mice. These findings suggest that none of the tested four polyclonal antibodies are highly mouse CB 2 R-specific. Non-specific binding may be related to the expression of mutant or truncated CB 2 R-like proteins in partial CB 2 -KO mice and the use of anti-rat CB 2 antibodies because the epitopes are different between rat and mouse CB 2 Rs.",42,29967455,Journal,ar,Article,100,7,7,cannabinoid | CB   gene  2 | CB   receptor antibody  2 | CB   receptors  2 | CB   -KO mice  2 | midbrain dopamine neurons | specific immune peptides | specificity | spleen,19403,NIH,K02DA000389,National Institutes of Health,1,TRUE,all,All Open Access,367,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85062393239,SCOPUS_ID:85062393239,2-s2.0-85062393239,Age and poverty status alter the coding and noncoding transcriptome,Noren Hooten N.,Aging,19454589,NA,11,4,1189-1203,2019-02-17,17 February 2019,10.18632/aging.101823,"Emerging evidence indicates that noncoding RNAs play regulatory roles in aging and disease. The functional roles of long noncoding RNAs (lncRNAs) in physiology and disease are not completely understood. Little is known about lncRNAs in the context of human aging and socio-environmental conditions. Microarray profiling of lncRNAs and mRNAs from peripheral blood mononuclear cells from young and old white (n=16) and African American (AA) males (n=16) living above or below poverty from the Healthy Aging in Neighborhoods of Diversity across the Life Span study revealed changes in both lncRNAs and mRNAs with age and poverty status in white males, but not in AA males. We validated lncRNA changes in an expanded cohort (n=40); CTD-3247F14.2, GAS5, H19, TERC and MEG3 changed significantly with age, whereas AK022914, GAS5, KB-1047C11.2, MEG3 and XLOC_003262 changed with poverty. Mitochondrial function and response to DNA damage and stress were pathways enriched in younger individuals. Response to stress, viral infection, and immune signals were pathways enriched in individuals living above poverty. These data show that both human age and a marker of social adversity influence lncRNA expression, which may provide insight about molecular pathways underlying aging and social factors that affect disparities in aging and disease.",12,30779705,Journal,ar,Article,100,2,2,Aging | lncRNA | ncRNA | Noncoding RNA | Poverty | Senescence,71628,NIA,ZIAAG000519,National Institute on Aging,1,TRUE,all,All Open Access,368,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85061581690,SCOPUS_ID:85061581690,2-s2.0-85061581690,"Hereditary hemochromatosis associations with frailty, sarcopenia and chronic pain: Evidence from 200,975 older UK biobank participants",Tamosauskaite J.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,74,3,337-342,2019-02-15,15 February 2019,10.1093/gerona/gly270,"Background: Iron is essential for life but contributes to oxidative damage. In Northern-European ancestry populations, HFE gene C282Y mutations are relatively common (0.3%-0.6% rare homozygote prevalence) and associated with excessive iron absorption, fatigue, diabetes, arthritis, and liver disease, especially in men. Iron excess can be prevented or treated but diagnosis is often delayed or missed. Data on sarcopenia, pain, and frailty are scarce. Methods: Using 200,975 UK Biobank volunteers aged 60-70 years, we tested associations between C282Y homozygosity with Fried frailty, sarcopenia, and chronic pain using logistic regression adjusted for age and technical genetic covariates. As iron overload is progressive (with menstruation protective), we included specific analyses of older (65-70 years) females and males. Results: One thousand three hundred and twelve (0.65%) participants were C282Y homozygotes; 593 were men (0.62%) and 719 were women (0.68%). C282Y homozygote men had increased likelihoods of reporting chronic pain (odds ratio [OR] 1.23: 95% confidence interval [CI] 1.05-1.45, p =.01) and diagnoses of polymyalgia rheumatica, compared to common ""wild-type"" genotype. They were also more likely to have sarcopenia (OR 2.38: 1.80-3.13, p = 9.70 × 10 -10 ) and frailty (OR 2.01: 1.45-2.80, p = 3.41 × 10 -05 ). C282Y homozygote women (n = 312, 0.7%) aged 65-70 were more likely to be frail (OR 1.73: 1.05-2.84, p =.032) and have chronic knee, hip, and back pain. Overall, 1.50% of frail men and 1.51% of frail women in the 65-70 age group were C282Y homozygous. Conclusions: HFE C282Y homozygosity is associated with substantial excess sarcopenia, frailty, and chronic pain at older ages. Given the availability of treatment, hereditary hemochromatosis is a strong candidate for precision medicine approaches to improve outcomes in late life.",28,30657865,Journal,ar,Article,100,7,7,Epidemiology | Genetics | Muscle | Physical function | UK Biobank,29559,NIA,MR/M023095/1,National Institute on Aging,1,TRUE,all,All Open Access,369,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85056228116,SCOPUS_ID:85056228116,2-s2.0-85056228116,"RPAD (RNase R treatment, polyadenylation, and poly(A)+ RNA depletion) method to isolate highly pure circular RNA",Pandey P.R.,Methods,10462023,10959130,155,NA,41-48,2019-02-15,15 February 2019,10.1016/j.ymeth.2018.10.022,"Recent developments in high-throughput RNA sequencing methods coupled with innovative bioinformatic tools have uncovered thousands of circular (circ)RNAs. CircRNAs have emerged as a vast and novel class of regulatory RNAs with potential to modulate gene expression by acting as sponges for microRNAs (miRNAs) and RNA-binding proteins (RBPs). The biochemical enrichment of circRNAs by exoribonuclease treatment or by depletion of polyadenylated RNAs coupled with deep-sequencing is widely used for the systematic identification of circRNAs. Although these methods enrich circRNAs substantially, they do not eliminate efficiently non-polyadenylated and highly-structured RNAs. Here, we describe a method we termed RPAD, based on initial RNase R treatment followed by Polyadenylation and poly(A)+ RNA Depletion. These joint interventions drastically depleted linear RNAs leading to isolation of highly pure circRNAs from total RNA pools. By facilitating the isolation of highly pure circRNAs, RPAD enables the elucidation of circRNA biogenesis, sequence, and function.",58,30391514,Journal,ar,Article,100,5,5,Backsplice sequence | CircRNAs | Linear RNA depletion | Polyadenylation | RNase R | RT-qPCR,14129,NIH,undefined,National Institutes of Health,0,FALSE,all,All Open Access,370,NA,S104620231830224X
true,https://api.elsevier.com/content/abstract/scopus_id/85053855211,SCOPUS_ID:85053855211,2-s2.0-85053855211,"Impact of low cardiovascular risk profiles on geriatric outcomes: Evidence from 421,000 participants in two cohorts",Atkins J.L.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,74,3,350-357,2019-02-15,15 February 2019,10.1093/gerona/gly083,"Background: Individuals with low cardiovascular risk factor profiles experience lower rates of cardiovascular diseases, but associations with geriatric syndromes are unclear. We tested whether individuals with low cardiovascular disease risk, aged 60-69 years old at baseline in two large cohorts, were less likely to develop aging-related adverse health outcomes. Methods: Data were from population representative medical records (Clinical Practice Research Datalink [CPRD] England, n = 239,591) and healthy volunteers (UK Biobank [UKB], n = 181,820), followed for ≤10 years. A cardiovascular disease risk score (CRS) summarized smoking status, LDL-cholesterol, blood pressure, body mass index, fasting glucose and physical activity, grouping individuals as low (ie, all factors near ideal), moderate, or high CRS. Logistic regression, Cox models, and Fine and Grey risk models tested the associations between the CRS and health outcomes. Results: Low CRS individuals had less chronic pain (UKB: baseline odds ratio = 0.52, confidence interval [CI] = 0.50-0.54), lower incidence of incontinence (CPRD: subhazard ratio [sub-HR] = 0.75, 0.63-0.91), falls (sub-HR = 0.82, CI = 0.73-0.91), fragility fractures (sub-HR = 0.78, CI = 0.65-0.93), and dementia (vs. high risks; UKB: sub-HR = 0.67, CI = 0.50-0.89; CPRD: sub-HR = 0.79, CI = 0.56-1.12). Only 5.4% in CPRD with low CRS became frail (Rockwood index) versus 24.2% with high CRS. All-cause mortality was markedly lower in the low CRS group (vs. high CRS; HR = 0.40, 95% CI = 0.35-0.47). All associations showed dose-response relationships, and results were similar in both cohorts. Conclusions: Persons aged 60-69 years with near-ideal cardiovascular risk factor profiles have substantially lower incidence of geriatric conditions and frailty. Optimizing cardiovascular disease risk factors may substantially reduce the burden of morbidity in later life.",29,29982474,Journal,ar,Article,100,8,8,Cardiovascular risk | Chronic pain | Frailty | Healthy aging | Incontinence,29559,NIHR,MR/M023095/1,National Institute for Health Research,1,TRUE,all,All Open Access,371,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85059756838,SCOPUS_ID:85059756838,2-s2.0-85059756838,Design and in Vivo Characterization of A <inf>1</inf> Adenosine Receptor Agonists in the Native Ribose and Conformationally Constrained (N)-Methanocarba Series,Tosh D.K.,Journal of Medicinal Chemistry,00222623,15204804,62,3,1502-1522,2019-02-14,14 February 2019,10.1021/acs.jmedchem.8b01662,"(N)-Methanocarba ([3.1.0]bicyclohexyl) adenosines and corresponding ribosides were synthesized to identify novel A 1 adenosine receptor (A 1 AR) agonists for CNS or peripheral applications. Human and mouse AR binding was determined to assess the constrained ring system's A 1 AR compatibility. N 6 -Dicyclobutylmethyl ribose agonist (9, MRS7469, >2000-fold selective for A 1 AR) and known truncated N 6 -dicyclopropylmethyl methanocarba 7 (MRS5474) were drug-like. The pure diastereoisomer of known riboside 4 displayed high hA 1 AR selectivity. Methanocarba modification reduced A 1 AR selectivity of N 6 -dicyclopropylmethyl and endo-norbornyladenosines but increased ribavirin selectivity. Most analogues tested (ip) were inactive or weak in inducing mouse hypothermia, despite mA 1 AR full agonism and variable mA 3 AR efficacy, but strong hypothermia by 9 depended on A 1 AR, which reflects CNS activity (determined using A 1 AR or A 3 AR null mice). Conserved hA 1 AR interactions were preserved in modeling of 9 and methanocarba equivalent 24 (∼400-fold A 1 AR-selective). Thus, we identified, and characterized in vivo, ribose and methanocarba nucleosides, including with A 1 AR-enhancing N 6 -dicyclobutylmethyl-adenine and 1,2,4-triazole-3-carboxamide (40, MRS7451) nucleobases.",22,30605331,Journal,ar,Article,100,17,17,NA,23041,NIDDK,ZIADK075063,National Institute of Diabetes and Digestive and Kidney Diseases,0,FALSE,all,All Open Access,372,NA,NA
