@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,pii,dc:description,authkeywords,article-number
true,https://api.elsevier.com/content/abstract/scopus_id/85074764630,SCOPUS_ID:85074764630,2-s2.0-85074764630,The genetics of human ageing,Melzer D.,Nature Reviews Genetics,14710056,14710064,21,2,88-101,2020-02-01,1 February 2020,10.1038/s41576-019-0183-6,247,31690828,Journal,re,Review,100,3,3,18991,NIA,MR/M023095/1,National Institute on Aging,0,FALSE,all,All Open Access,191,NA,"The past two centuries have witnessed an unprecedented rise in human life expectancy. Sustaining longer lives with reduced periods of disability will require an understanding of the underlying mechanisms of ageing, and genetics is a powerful tool for identifying these mechanisms. Large-scale genome-wide association studies have recently identified many loci that influence key human ageing traits, including lifespan. Multi-trait loci have been linked with several age-related diseases, suggesting shared ageing influences. Mutations that drive accelerated ageing in prototypical progeria syndromes in humans point to an important role for genome maintenance and stability. Together, these different strands of genetic research are highlighting pathways for the discovery of anti-ageing interventions that may be applicable in humans.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85074757999,SCOPUS_ID:85074757999,2-s2.0-85074757999,Sarcopenia andvariation in the human leukocyteantigen complex,Jones G.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,75,2,301-308,2020-02-01,1 February 2020,10.1093/gerona/glz042,24,30772894,Journal,ar,Article,100,6,6,29559,NIA,MR/M023095/1,National Institute on Aging,1,TRUE,all,All Open Access,192,NA,"Background: Aging is characterized by chronic inflammation plus loss of muscle mass and strength, termed sarcopenia. Human leukocyte antigen (HLA) types are drivers of autoimmune disease, although with limited penetrance. We tested whether autoimmune diagnoses are associated with sarcopenia, and whether HLA types and related genetic variants are associated with sarcopenia in autoimmune disease-free older people. Methods: Data were collected from 181,301 UK Biobank European descent volunteers aged 60–70 with measured hand grip strength and impedance. Logistic regression analysis estimated HLA type and sarcopenia associations, adjusted for confounders and multiple testing. Results: Having any autoimmune diagnosis was associated with sarcopenia (odds ratio [OR] 1.83, 95% confidence interval (CI) 1.74–1.92, p = 4.0*10–125). After excluding autoimmune diagnoses, 6 of 100 HLA types (allele frequency >1%) were associated with sarcopenia (low grip strength and muscle mass). Having two HLA-DQA1*03:01 alleles increased odds of sarcopenia by 19.3% (OR 1.19, CI 1.09–1.29, p = 2.84*10–5), compared to no alleles. Having ≥6 of the 12 HLA alleles increased sarcopenia odds by 23% (OR 1.23, CI 1.12–1.35, p = 7.28*10–6). Of 658 HLA region non-coding genetic variants previously implicated in disease, 4 were associated with sarcopenia, including rs41268896 and rs29268645 (OR 1.08, CI 1.05–1.11, p = 1.06*10–8 and 1.07, CI 1.04–1.09, p = 1.5*10–6, respectively). Some HLA associations with sarcopenia were greater in female participants. Conclusion: Autoimmune diagnoses are strongly associated with sarcopenia in 60-to 70-year olds. Variation in specific HLA types and non-coding single nucleotide polymorphisms is also associated with sarcopenia in older carriers free of diagnosed autoimmune diseases. Patients with sarcopenia might benefit from targeted treatment of autoimmune processes.",Autoimmune | Inflammation | Muscle | UK biobank,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85069939401,SCOPUS_ID:85069939401,2-s2.0-85069939401,Regional Gray Matter Volume Links Rest-Activity Rhythm Fragmentation With Past Cognitive Decline,Smagula S.F.,American Journal of Geriatric Psychiatry,10647481,15457214,28,2,248-251,2020-02-01,February 2020,10.1016/j.jagp.2019.07.009,8,31377045,Journal,ar,Article,100,7,7,28534,NIMH,K01MH112683,National Institute of Mental Health,0,FALSE,all,All Open Access,193,S1064748119304385,"Objectives: We examined the extent to which measures of neurodegeneration and cerebrovascular disease explain the rest-activity rhythm (RAR)-cognition link. Methods: Seventy participants (mean age at MRI = 86, standard deviation (SD) = 2.6; 53% female) had cognitive, MRI, and accelerometer data. The slope of cognitive decline was defined applying a mixed model to 10 repeated Modified Mini Mental Status Test (3MS) measures over 14 years. Regional gray matter volume (GMV), white matter hyperintensities, and RARs were measured around year 12. Results: Past 3MS decline was related to RAR fragmentation (per SD β = −0.43, 95% confidence interval: −0.73, −0.14) and lower posterior parietal GMV (per standard deviation β = 0.47, 95% confidence interval: 0.14, 0.79). Higher RAR fragmentation was related to lower posterior parietal GMV (Pearson r = −0.39, n = 70, p = 0.0007), which attenuated the association of RAR fragmentation and past cognitive decline by 17%. Conclusions: Longitudinal studies are warranted to understand the temporal relations and mechanisms linking RAR fragmentation and neurodegeneration.",cerebrovascular | cognition | magnetic resonance imaging | neurodegenerative | Rest-activity rhythm,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85062937021,SCOPUS_ID:85062937021,2-s2.0-85062937021,A methodology for discovering novel brain-relevant peptides: Combination of ribosome profiling and peptidomics,Tharakan R.,Neuroscience Research,01680102,18728111,151,NA,31-37,2020-02-01,February 2020,10.1016/j.neures.2019.02.006,9,30862443,Journal,ar,Article,100,11,11,18054,NIMH,MH-092443,National Institute of Mental Health,0,FALSE,NA,NA,194,S0168010218307223,"Brain derived peptides function as signaling molecules in the brain and regulate various physiological and behavioral processes. The low abundance and atypical fragmentation of these brain derived peptides makes detection using traditional proteomic methods challenging. In this study, we introduce and validate a new methodology for the discovery of novel peptides derived from mammalian brain. This methodology combines ribosome profiling and mass spectrometry-based peptidomics. Using this framework, we have identified a novel peptide in mouse whole brain whose expression is highest in the basal ganglia, hypothalamus and amygdala. Although its functional role is unknown, it has been previously detected in peripheral tissue as a component of the mRNA decapping complex. Continued discovery and studies of novel regulating peptides in mammalian brain may also provide insight into brain disorders.",Brain peptides | Mass spectrometry | Peptidomics | Ribosome profiling,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85062331483,SCOPUS_ID:85062331483,2-s2.0-85062331483,Association between PUFA intake and serum concentration and mortality in older adults: A cohort study,Lelli D.,Clinical Nutrition,02615614,15321983,39,2,510-515,2020-02-01,February 2020,10.1016/j.clnu.2019.02.030,10,30850268,Journal,ar,Article,100,5,5,30050,NIA,ZIAAG001050,National Institute on Aging,0,FALSE,all,All Open Access,195,S0261561419300846,"Background & aims: PUFA intake is associated with reduced cardiovascular and all-cause mortality in the general population; however, evidence about this association in older adults is controversial. The objective of this study was to evaluate the relationship between PUFA intake and serum concentration, and the association of these variables with all-cause and cardiovascular mortality. Methods: in this cohort study, we selected 927 community dwelling adults aged ≥65 years enrolled in the InCHIANTI study from 1998 to 2000 and followed-up for 9 years. The association between PUFA intake and serum concentration was evaluated using scatterplot and Pearson correlation test; all-cause and cardiovascular mortality was analyzed using the Kaplan-Meier method and Cox regressions adjusted for potential confounders. Results: mean age of the population was 75 years (SD 7.3), 55% were women. There was no association between overall PUFAs, linolenic and linoleic acid intake and their serum concentration. There was no association between quartiles (Q) of PUFA intake and all-cause mortality: compared to Q1 of PUFA intake, the adjusted HR (95% CI) for overall mortality were: 1.05 (0.74–1.50) in Q2, 1.10 (0.76–1.58) in Q3, and 0.98 (0.68–1.41) in Q4; this lack of association was confirmed for cardiovascular mortality. Compared to Q1, participants in the fourth quartile of PUFA serum concentration had lower risk of all-cause mortality (adjusted HR [95%CI]: Q2 1.10 [0.79–1.53], Q3 0.84 [0.60–1.19], Q4 0.66 [0.44–0.995]), no association was found for cardiovascular mortality. Conclusions: In our sample of community-dwelling older adults, PUFA intake is not associated with PUFA serum concentration. Interventions to modulate PUFA concentration based on dietary intake may not be effective in preventing mortality in this population.",Aged | Diet | Linoleic acid | Linolenic acid | Mortality | Polyunsaturated fatty acids,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85061830900,SCOPUS_ID:85061830900,2-s2.0-85061830900,Longitudinal evaluation of surrogates of regional cerebral blood flow computed from dynamic amyloid PET imaging,Bilgel M.,Journal of Cerebral Blood Flow and Metabolism,0271678X,15597016,40,2,288-297,2020-02-01,1 February 2020,10.1177/0271678X19830537,32,30755135,Journal,ar,Article,100,6,6,16667,NIA,P30AG066507,National Institute on Aging,1,TRUE,all,All Open Access,196,NA,"Surrogates of neuronal activity, typically measured by regional cerebral blood flow (rCBF) or glucose metabolism, can be estimated from dynamic amyloid PET imaging. Using data for 149 participants (345 visits) from the Baltimore Longitudinal Study of Aging, we assessed whether the average of early amyloid frames (EA) and R1 computed from dynamic 11C-Pittsburgh compound B (PiB) PET can serve as surrogates of rCBF computed from 15O-H2O-PET. R1 had the highest longitudinal test–retest reliability. Interquartile range (IQR) of cross-sectional Pearson correlations with rCBF was 0.60–0.72 for EA and 0.63–0.72 for R1. Correlations between rates of change were lower (IQR 0.22–0.50 for EA, 0.25–0.55 for R1). Values in the Alzheimer’s metabolic signature meta-ROI were negatively associated with age and exhibited longitudinal declines for each PET measure. In age-adjusted analyses, meta-ROI rCBF and R1 were lower among amyloid+ individuals; EA and R1 were lower among males. Regional PiB-based measures, in particular R1, can be suitable surrogates of rCBF. Dynamic PiB-PET may obviate the need for a separate scan to measure neuronal activity, thereby reducing patient burden, radioactivity exposure, and cost.",Amyloid | cerebral blood flow | longitudinal | neurodegeneration | neuronal activity,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85079477506,SCOPUS_ID:85079477506,2-s2.0-85079477506,Editorial: Understanding Immunobiology Through the Specificity of NF-κB,Sung M.H.,Frontiers in Immunology,NA,16643224,11,NA,NA,2020-01-30,30 January 2020,10.3389/fimmu.2020.00059,1,32117237,Journal,ed,Editorial,100,2,2,21100229161,NIA,ZIAAG000380,National Institute on Aging,1,TRUE,all,All Open Access,197,NA,NA,high throughput profiling | mathematical modeling | microscopy | NF-kappaB (NF-κB) | quantitative methodologies | systems biology,59
true,https://api.elsevier.com/content/abstract/scopus_id/85079480549,SCOPUS_ID:85079480549,2-s2.0-85079480549,Dissection of the Human T-Cell Receptor γ Gene Repertoire in the Brain and Peripheral Blood Identifies Age- and Alzheimer's Disease-Associated Clonotype Profiles,Aliseychik M.,Frontiers in Immunology,NA,16643224,11,NA,NA,2020-01-29,29 January 2020,10.3389/fimmu.2020.00012,19,32117220,Journal,ar,Article,100,7,7,21100229161,NIH,R01AG054712,National Institutes of Health,1,TRUE,all,All Open Access,198,NA,"The immune system contributes to neurodegenerative pathologies. However, the roles of γδ T cells in Alzheimer's disease (AD) are poorly understood. Here, we evaluated somatic variability of T-cell receptor γ genes (TRGs) in patients with AD. We performed deep sequencing of the CDR3 region of TRGs in patients with AD and control patients without dementia. TRG clones were clearly detectable in peripheral blood (PB) and non-neuronal cell populations in human brains. TRG repertoire diversity was reduced during aging. Compared with the PB, the brain showed reduced TRGV9 clonotypes but was enriched in TRGV2/4/8 clonotypes. AD-associated TRG profiles were found in both the PB and brain. Moreover, some groups of clonotypes were more specific for the brain or blood in patients with AD compared to those in controls. Our pilot deep analysis of T-cell receptor diversities in AD revealed putative brain and AD-associated immunogenic markers.",Alzheimer's disease | clonotype | immune repertoire | immunogenic marker | T-cell receptor γ genes,12
true,https://api.elsevier.com/content/abstract/scopus_id/85078689290,SCOPUS_ID:85078689290,2-s2.0-85078689290,Analysis of neurodegenerative disease-causing genes in dementia with Lewy bodies,Orme T.,Acta Neuropathologica Communications,NA,20515960,8,1,NA,2020-01-29,29 January 2020,10.1186/s40478-020-0879-z,28,31996268,Journal,ar,Article,100,52,52,21100367530,NIH,P50 AG016547,National Institutes of Health,1,TRUE,all,All Open Access,199,NA,"Dementia with Lewy bodies (DLB) is a clinically heterogeneous disorder with a substantial burden on healthcare. Despite this, the genetic basis of the disorder is not well defined and its boundaries with other neurodegenerative diseases are unclear. Here, we performed whole exome sequencing of a cohort of 1118 Caucasian DLB patients, and focused on genes causative of monogenic neurodegenerative diseases. We analyzed variants in 60 genes implicated in DLB, Alzheimer's disease, Parkinson's disease, frontotemporal dementia, and atypical parkinsonian or dementia disorders, in order to determine their frequency in DLB. We focused on variants that have previously been reported as pathogenic, and also describe variants reported as pathogenic which remain of unknown clinical significance, as well as variants associated with strong risk. Rare missense variants of unknown significance were found in APP, CHCHD2, DCTN1, GRN, MAPT, NOTCH3, SQSTM1, TBK1 and TIA1. Additionally, we identified a pathogenic GRN p.Arg493*mutation, potentially adding to the diversity of phenotypes associated with this mutation. The rarity of previously reported pathogenic mutations in this cohort suggests that the genetic overlap of other neurodegenerative diseases with DLB is not substantial. Since it is now clear that genetics plays a role in DLB, these data suggest that other genetic loci play a role in this disease.",NA,5
true,https://api.elsevier.com/content/abstract/scopus_id/85078173940,SCOPUS_ID:85078173940,2-s2.0-85078173940,Childhood overweight and obesity and the risk of depression across the lifespan,Gibson-Smith D.,BMC Pediatrics,NA,14712431,20,1,NA,2020-01-21,21 January 2020,10.1186/s12887-020-1930-8,31,31964368,Journal,ar,Article,100,12,12,14521,EC,613598,European Commission,1,TRUE,all,All Open Access,200,NA,"Background: Obesity has been longitudinally associated with depression but only few studies take a life course approach. This longitudinal study investigates whether being overweight or obese at age 8 and 13 years is associated with depressive symptoms more than 60 years later and whether this association is independent of late-life body mass index (BMI). We also investigated the association of being overweight/obese at age 8 or 13 years with ever having major depressive disorder (lifetime MDD). Method: This analysis is based on a sub-sample of 889 AGES-Reykjavik participants with measured BMI data from early life. Late-life depressive symptoms were measured with the Geriatric Depression Scale (GDS) and lifetime MDD was assessed at late-life using the Mini International Neuropsychiatric Interview. Logistic regression analysis was used to estimate the relationships between BMI (continuous and categorical) at age 8 or 13 years, and late-life depressive symptoms (measured as GDS ≥ 5) or lifetime MDD, adjusted for sex, education, physical activity, smoking status and alcohol use. In a separate model, additional adjustments were made for late-life BMI. Results: One hundred and one subjects (11%) had depressive symptoms at late-life (GDS ≥ 5), and 39 subjects (4.4%) had lifetime MDD. Being overweight or obese at age 8 or 13 years was not associated with higher depressive symptoms during late-life, irrespective of late-life BMI. Being overweight or obese at age 8 years, but not age 13 years was associated with an increased risk of lifetime MDD (Odds Ratio (OR) (95% confidence interval [CI]) for age 8 = 4.03[1.16-13.96]P = 0.03 and age 13 = 2.65[0.69-10.26] P = 0.16, respectively). Conclusion: Being overweight in childhood was associated with increased odds of lifetime MDD, although the magnitude of the risk is uncertain given the small numbers of participants with lifetime MDD. No clear association was observed between childhood and adolescent overweight/obesity and late-life depressive symptoms irrespective of late life BMI.",Body mass index | Childhood obesity | Depressive symptoms | Lifetime major depressive disorder,25
true,https://api.elsevier.com/content/abstract/scopus_id/85078574839,SCOPUS_ID:85078574839,2-s2.0-85078574839,Macrophages in skeletal muscle aging,Cui C.Y.,Aging,19454589,NA,12,1,3-4,2020-01-15,15 January 2020,10.18632/aging.102740,22,31937688,Journal,ed,Editorial,100,2,2,71628,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,201,NA,NA,Adipocytes | Aging | Collagens | Macrophages | Polarization | Skeletal muscle,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85074977171,SCOPUS_ID:85074977171,2-s2.0-85074977171,Neuron-Derived Plasma Exosome Proteins after Remote Traumatic Brain Injury,Goetzl E.J.,Journal of Neurotrauma,08977151,15579042,37,2,382-388,2020-01-15,15 January 2020,10.1089/neu.2019.6711,49,31441374,Journal,ar,Article,100,5,5,12235,DOD,W81XHW-14-2-0137,U.S. Department of Defense,0,FALSE,all,All Open Access,202,NA,"To identify long-term effects of traumatic brain injury (TBI) on levels of plasma neuron-derived exosome (NDE) protein biomarkers of cognitive impairment (CI), plasmas were obtained from four groups of older veterans, who were matched for age and sex: no TBI or CI (n = 42), no TBI with CI (n = 19), TBI without CI (n = 21), and TBI with CI (n = 26). The TBI was sustained 12 to 74 years before the study in 75%. The NDEs were enriched by sequential precipitation and anti-L1CAM antibody immunoabsorption, and extracted protein biomarkers were quantified by enzyme-linked immunosorbent assays. Chronic NDE biomarkers known to increase for three to 12 months after TBI, including cellular prion protein (PrPc), synaptogyrin-3, P-T181-tau, P-S396-tau, Aβ42, and interleukin (IL)-6, were elevated significantly in subjects who had TBI and CI compared with controls with TBI but no CI. Chronic NDE biomarker levels in subjects without TBI showed significantly higher levels of PrPc, synaptogyrin-3, P-T181-tau, and Aβ42, but not P-S396-tau and IL-6, in those with CI compared with controls without CI. The acute NDE biomarkers claudin-5, annexin VII, and aquaporin-4 were not increased in either group with CI. The NDE biomarkers P-S396-tau and IL-6, which are increased distinctively with CI after TBI, may prove useful in evaluating CI in older patients. Aβ42 and P-tau species, as well as their respective putative receptors, PrPc and synaptogyrin-3, remain elevated for decades after TBI and may mediate TBI-associated CI and be useful targets for development of drugs.",amyloid | biomarkers | phospho-tau | prion cellular protein | proteinopathic neurodegeneration | synaptogyrin-3,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85069857422,SCOPUS_ID:85069857422,2-s2.0-85069857422,In-hospital left ventricular thrombus following ST-elevation myocardial infarction,Albaeni A.,International Journal of Cardiology,01675273,18741754,299,NA,1-6,2020-01-15,15 January 2020,10.1016/j.ijcard.2019.07.070,33,31371119,Journal,ar,Article,100,6,6,23774,NIA,undefined,National Institute on Aging,0,FALSE,all,All Open Access,203,S0167527319319539,"Background: In-hospital left ventricular (LV) thrombus following acute ST-elevation myocardial infarction (STEMI) has not been evaluated on a national scale and was the focus of this investigation. Methods: We used the 2003 to 2013 Nationwide Inpatient Sample database to identify adults ≥18 years old with a principal diagnosis code of ST-elevation myocardial infarction. Patients were divided into two groups defined by the presence or absence of LV thrombus. Clinical characteristics and in-hospital outcomes were studied using relevant statistics. Multiple linear and logistic regression models were conducted to identify factors associated with LV thrombus. Results: Of 1,035,888 STEMI patients hospitalized in the U. S from 2003 to 2013, 1982 (0.2%) developed acute in-hospital LV thrombus. Compared to no LV thrombus, patients with LV thrombus were more likely to have in-hospital complications; acute ischemic and hemorrhagic stroke, acute renal failure, gastrointestinal bleed, cardiogenic shock, in-hospital cardiac arrest and mortality. They also had longer mean length of stay and higher hospital charges. Factors associated with LV thrombus included: anterior/anterolateral STEMI, acute or chronic heart failure with reduced ejection fraction, atrial fibrillation, LV aneurysm, Left heart valvular disease, acute or chronic deep venous thrombosis/pulmonary embolism and alcohol abuse. Patients with LV thrombus were less likely to be female [AOR 0.66, 95% CI (0.51–0.84)]. Conclusion: The identification of factors associated with early development of LV thrombus following STEMI, will help direct resources for specific high-risk group and prompt cost-effective therapies. Gender variability in LV thrombus development warrants further investigations.",Gender variation | In-hospital complications | Left ventricular thrombus | Resource utilization | ST-elevation myocardial infarction,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85077802921,SCOPUS_ID:85077802921,2-s2.0-85077802921,"Midlife obesity, related behavioral factors, and the risk of dementia in later life",Beydoun M.A.,Neurology,00283878,1526632X,94,2,53-54,2020-01-14,14 January 2020,10.1212/WNL.0000000000008775,14,31852812,Journal,ed,Editorial,100,2,2,17952,NIH,311492,National Institutes of Health,0,FALSE,NA,NA,204,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85078166318,SCOPUS_ID:85078166318,2-s2.0-85078166318,Neuroprotective Effects and Treatment Potential of Incretin Mimetics in a Murine Model of Mild Traumatic Brain Injury,Bader M.,Frontiers in Cell and Developmental Biology,NA,2296634X,7,NA,NA,2020-01-10,10 January 2020,10.3389/fcell.2019.00356,37,NA,Journal,ar,Article,100,11,11,21100826277,NIH,R56AG057028,National Institutes of Health,1,TRUE,all,All Open Access,205,NA,"Traumatic brain injury (TBI) is a commonly occurring injury in sports, victims of motor vehicle accidents, and falls. TBI has become a pressing public health concern with no specific therapeutic treatment. Mild TBI (mTBI), which accounts for approximately 90% of all TBI cases, may frequently lead to long-lasting cognitive, behavioral, and emotional impairments. The incretins glucagon-like peptide-1 (GLP-1) and glucose-dependent insulinotropic polypeptide (GIP) are gastrointestinal hormones that induce glucose-dependent insulin secretion, promote β-cell proliferation, and enhance resistance to apoptosis. GLP-1 mimetics are marketed as treatments for type 2 diabetes mellitus (T2DM) and are well tolerated. Both GLP-1 and GIP mimetics have shown neuroprotective properties in animal models of Parkinson’s and Alzheimer’s disease. The aim of this study is to evaluate the potential neuroprotective effects of liraglutide, a GLP-1 analog, and twincretin, a dual GLP-1R/GIPR agonist, in a murine mTBI model. First, we subjected mice to mTBI using a weight-drop device and, thereafter, administered liraglutide or twincretin as a 7-day regimen of subcutaneous (s.c.) injections. We then investigated the effects of these drugs on mTBI-induced cognitive impairments, neurodegeneration, and neuroinflammation. Finally, we assessed their effects on neuroprotective proteins expression that are downstream to GLP-1R/GIPR activation; specifically, PI3K and PKA phosphorylation. Both drugs ameliorated mTBI-induced cognitive impairments evaluated by the novel object recognition (NOR) and the Y-maze paradigms in which neither anxiety nor locomotor activity were confounds, as the latter were unaffected by either mTBI or drugs. Additionally, both drugs significantly mitigated mTBI-induced neurodegeneration and neuroinflammation, as quantified by immunohistochemical staining with Fluoro-Jade/anti-NeuN and anti-Iba-1 antibodies, respectively. mTBI challenge significantly decreased PKA phosphorylation levels in ipsilateral cortex, which was mitigated by both drugs. However, PI3K phosphorylation was not affected by mTBI. These findings offer a new potential therapeutic approach to treat mTBI, and support further investigation of the neuroprotective effects and mechanism of action of incretin-based therapies for neurological disorders.",concussive head injury | glucagon-like peptide-1 | glucose-dependent insulinotropic polypeptide | incretin | liraglutide | traumatic brain injury | twincretin,356
true,https://api.elsevier.com/content/abstract/scopus_id/85077991740,SCOPUS_ID:85077991740,2-s2.0-85077991740,A Central Role for the Gasotransmitter H<inf>2</inf>S in Aging,de Cabo R.,Cell metabolism,NA,19327420,31,1,10-12,2020-01-07,7 January 2020,10.1016/j.cmet.2019.11.015,15,31951564,Journal,no,Note,100,2,2,146172,UKRI,173009,UK Research and Innovation,1,TRUE,all,All Open Access,206,S1550413119306229,"Conserved mechanisms of aging often illuminate the development of novel therapeutic interventions to delay aging and the onset of age-related diseases and functional decline. Recently in Cell Metabolism, Zivanovic et al. (2019) demonstrated a decline during aging of the protective H2S-dependent protein persulfidation across species and its reversal by targeted strategies.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85077179746,SCOPUS_ID:85077179746,2-s2.0-85077179746,Association Between Blood Pressure Variability and Cerebral Small-Vessel Disease: A Systematic Review and Meta-Analysis,Tully P.J.,Journal of the American Heart Association,NA,20479980,9,1,NA,2020-01-07,7 January 2020,10.1161/JAHA.119.013841,95,31870233,Journal,re,Review,100,42,42,21100246515,NHMRC,1053578,National Health and Medical Research Council,1,TRUE,all,All Open Access,207,NA,"Background: Research links blood pressure variability (BPV) with stroke; however, the association with cerebral small-vessel disease (CSVD) remains unclear. As BPV and mean blood pressure are interrelated, it remains uncertain whether BPV adds additional information to understanding cerebrovascular morphological characteristics. Methods and Results: A systematic review was performed from inception until March 3, 2019. Eligibility criteria included population, adults without stroke (<4 weeks); exposure, BPV quantified by any metric over any duration; comparison, (1) low versus high or mean BPV and (2) people with versus without CSVD; and outcomes, (1) CSVD as subcortical infarct, lacunae, white matter hyperintensities, cerebral microbleeds, or enlarged perivascular spaces; and (2) standardized mean difference in BPV. A total of 27 articles were meta-analyzed, comprising 12 309 unique brain scans. A total of 31 odds ratios (ORs) were pooled, indicating that higher systolic BPV was associated with higher odds for CSVD (OR, 1.27; 95% CI, 1.14–1.42; I2=85%) independent of mean systolic pressure. Likewise, higher diastolic BPV was associated with higher odds for CSVD (OR, 1.30; 95% CI, 1.14–1.48; I2=53%) independent of mean diastolic pressure. There was no evidence of a pairwise interaction between systolic/diastolic and BPV/mean ORs (P=0.47), nor a difference between BPV versus mean pressure ORs (P=0.58). Fifty-four standardized mean differences were pooled and provided similar results for pairwise interaction (P=0.38) and difference between standardized mean differences (P=0.70). Conclusions: On the basis of the available studies, BPV was associated with CSVD independent of mean blood pressure. However, more high-quality longitudinal data are required to elucidate whether BPV contributes unique variance to CSVD morphological characteristics.",blood pressure measurement/monitoring | blood pressure variability | high blood pressure | meta-analysis | systematic review | white matter disease,e013841
true,https://api.elsevier.com/content/abstract/scopus_id/85077449994,SCOPUS_ID:85077449994,2-s2.0-85077449994,The subjective experience of recollection and familiarity in Alzheimer's disease,Kapogiannis D.,The Behavioral and brain sciences,NA,14691825,42,NA,e290,2020-01-03,3 January 2020,10.1017/S0140525X19001766,0,31896351,Journal,no,Note,100,2,2,12108,NA,undefined,NA,0,FALSE,all,All Open Access,208,NA,"Although the integrative memory model proposed by Bastin et al. is interesting, particularly for Alzheimer's disease, it may benefit from incorporating the subjective experience of recollection. We therefore offer complementary lines of interpretation to explain how recollection and familiarity in Alzheimer's disease can be dissociated based not only on accounts of their neural correlates but, critically, on the subjective experience of memory in patients.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85078466770,SCOPUS_ID:85078466770,2-s2.0-85078466770,Commentary: National Institutes of Health (NIH) Science of Behavior Change (SOBC),Aklin W.M.,Health Psychology Review,17437199,17437202,14,1,193-198,2020-01-02,2 January 2020,10.1080/17437199.2020.1716383,18,31960761,Journal,no,Note,100,7,7,19400158464,NA,undefined,NA,0,FALSE,NA,NA,209,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85060637206,SCOPUS_ID:85060637206,2-s2.0-85060637206,The association of a novel cognitive frailty index and physical functioning in older at-risk adults,Armstrong N.M.,Aging and Mental Health,13607863,13646915,24,1,129-136,2020-01-02,2 January 2020,10.1080/13607863.2018.1531377,5,30668137,Journal,ar,Article,100,6,6,28478,NIH,T32 AG027668,National Institutes of Health,0,FALSE,all,All Open Access,210,NA,"Objectives: Cognitive frailty is a state at the lower end of the continuum of cognitive resilience in which one is at elevated risk for cognitive impairment and dementia. Metrics of a newly developed Cognitive Frailty Index (CFI) were examined for their association with objective functional limitations. Methods: We used baseline data from 607 participants from the Baltimore Experience Corps Trial with measures on the CFI, a computerized Stroop test, and Short Physical Performance Battery (SPPB) score ≤9. Multivariable log-binomial regression models were used to evaluate the associations of CFI metrics (mean reaction time (RT) for total, first-half and second-half trials per condition) with the SPPB. Latent growth models were used to create additional CFI metrics of initial level (intercept) and change (slope) in RT across accurate trials by easy (Color-X) and difficult (Color-Word) conditions. Models were adjusted for race, sex, age, income, major morbidities, depressive symptoms, self-reported health, and Stroop interference (for Color-Word condition only). Results: All CFI RT metrics were associated with SPPB <9, yet latent growth model approaches were most informative. Initial levels of performance on easy (Risk Ratio, [RR] = 1.24; 95% Confidence Interval, [CI]: 1.03, 1.49) and difficult conditions (RR = 1.22; 95% CI: 1.05, 1.41), not rates of learning (slope) (RR = 1.08, 95% CI: 0.81, 1.45 and RR = 1.11, 95% CI: 0.96, 1.27 respectively), were associated with worse physical functioning. Conclusions: The association between the CFI and physical functioning demonstrates the interplay of cognitive frailty and worse objective mobility within a sociodemographic at-risk sample.",Cognitive frailty | gait speed | mobility | Short Physical Performance Battery | Stroop test,NA
