@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,fund-acr,fund-sponsor,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85204526047,SCOPUS_ID:85204526047,2-s2.0-85204526047,White matter lipid alterations during aging in the rhesus monkey brain,Dimovasili C.,GeroScience,25092715,25092723,NA,NA,NA,2024-01-01,2024,10.1007/s11357-024-01353-3,"The brain of higher organisms, such as nonhuman primates, is particularly rich in lipids, with a gray to white matter ratio of approximately 40 to 60%. White matter primarily consists of lipids, and during normal aging, it undergoes significant degeneration due to myelin pathology, which includes structural abnormalities, like sheath splitting, and local inflammation. Cognitive decline in normal aging, without neurodegenerative diseases, is strongly linked to myelin pathology. Although the exact cause of myelin damage is unclear, older myelin differs from younger myelin, as shown by electron microscopy and altered expression of myelin-related RNAs. However, changes in lipid composition during brain aging remain poorly understood. This study assessed lipid profiles from the frontal lobe corpus callosum, an area where age-related myelin pathology is linked to cognitive decline. Results showed significant changes in lipids with age, revealing distinct age-related profiles. Some lipids that are enriched in myelin sheaths become more saturated, while important structural components, like ceramides, decrease. Disease-associated biomarkers such as cholesterol ester Che (22:6) and sulfatide ST (42:2) also change in older monkeys. Additionally, gene expression of lipid biosynthetic enzymes declines with age, while lipid peroxidation remains stable in the same brain region. This suggests that changes in lipid biosynthesis, rather than oxidative damage, likely account for the differences in lipid composition. Our findings indicate that myelin in the normal aging monkey brain shows diverse lipid changes, which may relate to age-related myelin pathology and could constitute targets for designing nutrient supplements or drugs to rejuvenate the brain’s lipidome.",0,NA,Journal,ar,Article,100,6,6,21100805354,1RF1AG062831-05,0,FALSE,NA,NA,394,Brain aging | Lipidomics | Myelin pathology | Rhesus monkey,NIH,National Institutes of Health,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85204077618,SCOPUS_ID:85204077618,2-s2.0-85204077618,Effect of hormone therapy on personality traits: preliminary evidence in older men and women,Schroeder R.A.,Climacteric,13697137,14730804,27,6,526-533,2024-01-01,2024,10.1080/13697137.2024.2393128,"Objective: Findings concerning the effects of hormone therapy (HT) on cognition and dementia are mixed, with some trials suggesting increased harm at older ages. Personality, like cognition, changes with dementia, but no clinical trials to date have examined the effects of HT on personality traits. This study aimed to determine the effects of HT on personality traits in older men and women. Method: Secondary data analysis was performed from randomized, double-blind, placebo-controlled cross-over studies of menopausal HT in women and testosterone therapy (TT) in men. Participants were community-dwelling cognitively normal adults (mean age = 75.2 years), including 29 men and 22 women. Three months of hormone intervention (for women, 0.625 mg/day conjugated equine estrogen with or without 2.5 mg/day medroxyprogesterone acetate; for men, 200 mg intramuscular testosterone enanthate every 2 weeks) were crossed over with 3 months of identical placebo with a 3-month washout between intervention phases. The main outcome measure was neuroticism and conscientiousness personality domains and facets assessed with the Revised NEO Personality Inventory (NEO-PI-R) after the active and placebo intervention phases. Results: In linear mixed-effect models, HT in women decreased conscientiousness (p < 0.01) and the conscientiousness facet of achievement striving (p < 0.01), and increased vulnerability, a facet of neuroticism (p < 0.05). Testosterone in men decreased conscientiousness (p < 0.05) and the conscientiousness facet of dutifulness (p < 0.05), and increased vulnerability (p < 0.05). Conclusion: In a preliminary study of healthy older adults, HT and TT formulations produced adverse changes in vulnerability and conscientiousness facets that parallel personality changes in dementia.",0,39279753,Journal,ar,Article,100,8,8,19505,5M01RR000052-37,0,FALSE,NA,NA,395,Alzheimer’s disease | dementia | estrogen | hormone therapy | NEO | Personality | testosterone,NIA,National Institute on Aging,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85204021340,SCOPUS_ID:85204021340,2-s2.0-85204021340,"Poor sleep quality, dementia status and their association with all-cause mortality among older US adults",Beydoun M.A.,Aging,NA,19454589,16,17,12138-12167,2024-01-01,2024,10.18632/aging.206102,"Background: Evidence points to associations between sleep quality, dementia, and mortality. We examined whether poor sleep quality mediated or moderated the association between dementia and mortality risk among older US adults and vice versa, and whether these associations differed by sex and by race. Methods: The study investigated bi-directional associations between sleep quality, dementia and mortality in older US adults using data from the Health and Retirement Study (N = 6,991, mean age = 78.1y, follow-up: 2006–2020, number of deaths = 4,938). It tested interactions and mediating effects, using Cox proportional hazards models and four-way decomposition models. Results: Poor sleep quality was associated with increased mortality risk, particularly among male and White older adults. However, the association was reversed in the fully adjusted model, with a 7% decrease in risk per tertile. Probable dementia was associated with a two-fold increase in mortality risk, with a stronger association found among White adults. The association was markedly attenuated in the fully adjusted models. Sleep quality-stratified models showed a stronger positive association between dementia and mortality among individuals with better sleep quality. Both mediation and interaction were involved in explaining the total effects under study, though statistically significant total effects were mainly composed of controlled direct effects. Conclusions: Poor sleep quality is directly related to mortality risk before lifestyle and health-related factors are adjusted. Dementia is linked to mortality risk, especially in individuals with better sleep quality, males, and White older adults. Future research should explore the underlying mechanisms.",1,39237306,Journal,ar,Article,100,9,9,71628,U01AG009740,1,TRUE,all,All Open Access,396,aging | cohort studies | dementia | mortality | sleep quality,SSA,U.S. Social Security Administration,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85203423102,SCOPUS_ID:85203423102,2-s2.0-85203423102,"Brine formation in cold desert, shallow groundwater systems: Antarctic Ca-Cl brine chemistry controlled by cation exchange, microclimate, and organic matter",King I.C.,Bulletin of the Geological Society of America,00167606,19432674,136,9-10,3591-4360,2024-01-01,2024,10.1130/B37251.1,"Groundwater in the McMurdo Dry Valleys of Antarctica is commonly enriched in calcium and chloride, in contrast to surface and groundwater in temperate regions, where calcium chemistry is largely controlled by the dissolution of carbonates and sulfates. These Antarctic Ca-Cl brines have extremely low freezing points, which leads to moist soil conditions that persist unfrozen and resist evaporation, even in cold, arid conditions. Several hypotheses exist to explain these unusual excess-calcium solutions, including salt deliquescence and differential salt mobility and cation exchange. Although the cation exchange mechanism was shown to explain the chemistry of pore waters in permafrost cores from several meters depth, it has not been evaluated for near-surface groundwater and wetland features (water tracks) in which excess-calcium pore-water solutions are common. Here, we use soluble salt and exchangeable cation concentrations to determine whether excess calcium is present in water-track brines and if cation exchange could be responsible for calcium enrichment in these cold desert groundwaters. We show that calcium enrichment by cation exchange is not occurring universally across the McMurdo Dry Valleys. Instead, evidence of the present-day formation of Ca-Cl–rich brines by cation exchange is focused in a geographically specific location in Taylor Valley, with hydrological position, microclimate, soil depth, and organic matter influencing the spatial extent of cation exchange reactions. Up-valley sites may be too cold and dry for widespread exchange, and warm and wet coastal sites are interpreted to host sediments whose exchange reactions have already gone to completion. We argue that exchangeable cation ratios can be used as a signature of past freeze-concentration of brines and exchange reactions, and thus could be considered a geochemical proxy for past groundwater presence in planetary permafrost settings. Correlations between water-track organic matter, fine sediment concentration, and cation exchange capacity suggest that water tracks may be sites of enhanced biogeochemical cycling in cold desert soils and serve as a model for predicting how active layers in the Antarctic will participate in biogeochemical cycling during periods of future thaw.",1,NA,Journal,ar,Article,100,7,7,26499,OPP-1847067,0,FALSE,NA,NA,397,NA,NIA,National Institute on Aging,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85201769431,SCOPUS_ID:85201769431,2-s2.0-85201769431,The Genetic Architecture of Parkinson’s Disease in the AfrAbia Population: Current State and Future Perspectives,Mohamed W.,Journal of Integrative Neuroscience,02196352,1757448X,23,8,NA,2024-01-01,1 January 2024,10.31083/j.jin2308152,"Over 80% of genetic studies in the Parkinson’s disease (PD) field have been conducted on individuals of European descent. There is a social and scientific imperative to understand the genetic basis of PD across global populations for therapeutic development and deployment. PD etiology is impacted by genetic and environmental factors that are variable by ancestry and region, emphasising the need for worldwide programs to gather large numbers of patients to identify novel candidate genes and risk loci involved in disease. Only a handful of documented genetic assessments have investigated families with PD in AfrAbia, which comprises the member nations of the Arab League and the African Union, with very limited cohort and case-control studies reported. This review article summarises prior research on PD genetics in AfrAbia, highlighting gaps and challenges. We discuss the etiological risk spectrum in the context of historical interactions, highlighting allele frequencies, penetrance, and the clinical manifestations of known genetic variants in the AfrAbian PD patient community.",0,39207075,Journal,re,Review,100,39,39,16722,ZIAAG000534,1,TRUE,all,All Open Access,398,AfrAbia | challenges | gaps | genetics | Parkinson’s disease | prospects,NIH,National Institutes of Health,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85201523324,SCOPUS_ID:85201523324,2-s2.0-85201523324,"Racial Discrimination, Religious Coping, and Cardiovascular Disease Risk Among African American Women and Men",Ashe J.,Journal of Racial and Ethnic Health Disparities,21973792,21968837,NA,NA,NA,2024-01-01,2024,10.1007/s40615-024-02113-x,"Objective: This cross-sectional study examined whether religious coping buffered the associations between racial discrimination and several modifiable cardiovascular disease (CVD) risk factors—systolic and diastolic blood pressure (BP), glycated hemoglobin (HbA1c), body mass index (BMI), and cholesterol—in a sample of African American women and men. Methods: Participant data were taken from the Healthy Aging in Neighborhoods of Diversity Across the Life Span study (N = 815; 55.2% women; 30–64 years old). Racial discrimination and religious coping were self-reported. CVD risk factors were clinically assessed. Results: In sex-stratified hierarchical regression analyses adjusted for age, socioeconomic status, and medication use, findings revealed several significant interactive associations and opposite effects by sex. Among men who experienced racial discrimination, religious coping was negatively related to systolic BP and HbA1c. However, in men reporting no prior discrimination, religious coping was positively related to most risk factors. Among women who had experienced racial discrimination, greater religious coping was associated with higher HbA1c and BMI. The lowest levels of CVD risk were observed among women who seldom used religious coping but experienced discrimination. Conclusion: Religious coping might mitigate the effects of racial discrimination on CVD risk for African American men but not women. Additional work is needed to understand whether reinforcing these coping strategies only benefits those who have experienced discrimination. It is also possible that religion may not buffer the effects of other psychosocial stressors linked with elevated CVD risk.",1,NA,Journal,ar,Article,100,9,9,21100779233,ZIAG000513,1,TRUE,all,All Open Access,399,African Americans | Cardiovascular disease risk | Racial discrimination | Religious coping,OAIC,"Claude D. Pepper Older Americans Independence Center, School of Medicine, University of Maryland",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85201246685,SCOPUS_ID:85201246685,2-s2.0-85201246685,XL-DNase-Seq: Footprinting Analysis of Dynamic Transcription Factors,Oh K.S.,Methods in Molecular Biology,10643745,19406029,2846,NA,243-261,2024-01-01,2024,10.1007/978-1-0716-4071-5_15,"We have developed a novel method for genomic footprinting of transcription factors (TFs) that detects potential gene regulatory relationships from DNase-seq data at the nucleotide level. We introduce an assay termed cross-link (XL)-DNase-seq, designed to capture chromatin interactions of dynamic TFs. A mild cross-linking step in XL-DNase-seq improves the detection of DNase-based footprints of dynamic TFs. The footprint strengths and detectability depend on an optimal cross-linking procedure. This method may help extract novel gene regulatory circuits involving previously undetectable TFs. The XL-DNase-seq method is illustrated here for activated mouse macrophage-like cells, which share several features with inflammatory macrophages.",0,39141240,Book Series,ch,Book Chapter,100,3,3,12196,undefined,0,FALSE,NA,NA,400,Chromatin accessibility | DNase-seq | Genomic footprinting | High-throughput sequencing | Transcription factor footprinting,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85200944916,SCOPUS_ID:85200944916,2-s2.0-85200944916,FUS-Mediated Inhibition of Myogenesis Elicited by Suppressing TNNT1 Production,Ji E.,Molecular and Cellular Biology,02707306,10985549,44,9,391-409,2024-01-01,2024,10.1080/10985549.2024.2383296,"Myogenesis is a highly orchestrated process whereby muscle precursor cells, myoblasts, develop into muscle fibers to form skeletal muscle during embryogenesis and regenerate adult muscle. Here, we studied the RNA-binding protein FUS (fused in sarcoma), which has been implicated in muscular and neuromuscular pathologies but is poorly characterized in myogenesis. Given that FUS levels declined in human and mouse models of skeletal myogenesis, and that silencing FUS enhanced myogenesis, we hypothesized that FUS might be a repressor of myogenic differentiation. Interestingly, overexpression of FUS delayed myogenesis, accompanied by slower production of muscle differentiation markers. To identify the mechanisms through which FUS inhibits myogenesis, we uncovered RNA targets of FUS by ribonucleoprotein immunoprecipitation (RIP) followed by RNA-sequencing (RNA-seq) analysis. Stringent selection of the bound transcripts uncovered Tnnt1 mRNA, encoding troponin T1 (TNNT1), as a major effector of FUS influence on myogenesis. We found that in myoblasts, FUS retained Tnnt1 mRNA in the nucleus, preventing TNNT1 expression; however, reduction of FUS during myogenesis or by silencing FUS released Tnnt1 mRNA for export to the cytoplasm, enabling TNNT1 translation and promoting myogenesis. We propose that FUS inhibits myogenesis by suppressing TNNT1 expression through a mechanism of nuclear Tnnt1 mRNA retention.",0,39133076,Journal,ar,Article,100,13,13,14150,undefined,0,FALSE,NA,NA,401,Myogenesis | ribonucleoprotein complex | TNNT1 | translation,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85200166081,SCOPUS_ID:85200166081,2-s2.0-85200166081,Age and objectively measured sleep: investigating associations and interactions by sex and race in middle-aged and older adults,He L.,SLEEP Advances,NA,26325012,5,1,NA,2024-01-01,2024,10.1093/sleepadvances/zpae045,"Study Objectives: Few studies of middle-aged and older adults have examined the association between age and sleep using objective sleep measures. We examined these associations in adults aged ≥40 years using wrist actigraphy, and investigated whether these associations differed by sex and race. Methods: Participants were 468 cognitively normal adults aged ≥40 years enrolled in the Baltimore Longitudinal Study of Aging who completed wrist actigraphy. We used Generalized Least Squares Models to examine the associations of age with actigraphic sleep parameters, including total sleep time (TST), sleep efficiency, sleep onset latency, and wake after sleep onset (WASO). We conducted interaction and stratification analyses to test whether cross-sectional age-sleep associations were modified by sex and race. Results: In analyses adjusting for sex, body mass index, and individual medical conditions, older age was associated with longer TST from ages 40–70 that plateaued after age 70. Older age also was associated with lower sleep efficiency, longer sleep onset latency, and greater WASO. In men only, after age 70, older age was associated with shorter TST, lower sleep efficiency, longer onset latency, and greater WASO. However, we did not observe any significant interactions of race with age. Conclusions: Older age was associated with longer TST from ages 40 to 70 and with poorer sleep quality after age 40, and these relationships might vary by sex. Future studies with larger sample sizes are needed to investigate mechanisms that may account for sex differences in the observed age-sleep associations.",1,NA,Journal,ar,Article,100,11,11,21101182141,R01 AG050507,1,TRUE,all,All Open Access,402,actigraphy | aging | middle-aged adults | older adults | sleep,JHSPH,Johns Hopkins Bloomberg School of Public Health,zpae045,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85198682219,SCOPUS_ID:85198682219,2-s2.0-85198682219,Physiological Adaptations to Progressive Endurance Exercise Training in Adult and Aged Rats: Insights from the Molecular Transducers of Physical Activity Consortium (MoTrPAC),Schenk S.,Function,NA,26338823,5,4,NA,2024-01-01,2024,10.1093/function/zqae014,"While regular physical activity is a cornerstone of health, wellness, and vitality, the impact of endurance exercise training on molecular signaling within and across tissues remains to be delineated. The Molecular Transducers of Physical Activity Consortium (MoTrPAC) was established to characterize molecular networks underlying the adaptive response to exercise. Here, we describe the endurance exercise training studies undertaken by the Preclinical Animal Sites Studies component of MoTrPAC, in which we sought to develop and implement a standardized endurance exercise protocol in a large cohort of rats. To this end, Adult (6-mo) and Aged (18-mo) female (n = 151) and male (n = 143) Fischer 344 rats were subjected to progressive treadmill training (5 d/wk, ∼70%-75% VO2max) for 1, 2, 4, or 8 wk; sedentary rats were studied as the control group. A total of 18 solid tissues, as well as blood, plasma, and feces, were collected to establish a publicly accessible biorepository and for extensive omics-based analyses by MoTrPAC. Treadmill training was highly effective, with robust improvements in skeletal muscle citrate synthase activity in as little as 1-2 wk and improvements in maximum run speed and maximal oxygen uptake by 4-8 wk. For body mass and composition, notable age- and sex-dependent responses were observed. This work in mature, treadmill-trained rats represents the most comprehensive and publicly accessible tissue biorepository, to date, and provides an unprecedented resource for studying temporal-, sex-, and age-specific responses to endurance exercise training in a preclinical rat model.",9,38984994,Journal,ar,Article,100,89,89,21101115395,undefined,1,TRUE,all,All Open Access,403,aging | biorepository | body composition | citrate synthase | maximal oxygen uptake | skeletal muscle | training | treadmill,NA,NA,zqae014,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85198384768,SCOPUS_ID:85198384768,2-s2.0-85198384768,Investigation of the genetic aetiology of Lewy body diseases with and without dementia,Wu L.Y.,Brain Communications,NA,26321297,6,4,NA,2024-01-01,2024,10.1093/braincomms/fcae190,"Up to 80% of Parkinson's disease patients develop dementia, but time to dementia varies widely from motor symptom onset. Dementia with Lewy bodies presents with clinical features similar to Parkinson's disease dementia, but cognitive impairment precedes or coincides with motor onset. It remains controversial whether dementia with Lewy bodies and Parkinson's disease dementia are distinct conditions or represent part of a disease spectrum. The biological mechanisms underlying disease heterogeneity, in particular the development of dementia, remain poorly understood, but will likely be the key to understanding disease pathways and, ultimately, therapy development. Previous genome-wide association studies in Parkinson's disease and dementia with Lewy bodies/Parkinson's disease dementia have identified risk loci differentiating patients from controls. We collated data for 7804 patients of European ancestry from Tracking Parkinson's, The Oxford Discovery Cohort, and Accelerating Medicine Partnership-Parkinson's Disease Initiative. We conducted a discrete phenotype genome-wide association study comparing Lewy body diseases with and without dementia to decode disease heterogeneity by investigating the genetic drivers of dementia in Lewy body diseases. We found that risk allele rs429358 tagging APOEe4 increases the odds of developing dementia, and that rs7668531 near the MMRN1 and SNCA-AS1 genes and an intronic variant rs17442721 tagging LRRK2 G2019S on chromosome 12 are protective against dementia. These results should be validated in autopsy-confirmed cases in future studies.",1,NA,Journal,ar,Article,100,124,100,21101098750,ASAP 000478,1,TRUE,all,All Open Access,404,APOE | dementia | genome-wide association studies | Lewy body diseases,OxBRC,Kyowa Kirin,fcae190,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85198292239,SCOPUS_ID:85198292239,2-s2.0-85198292239,Chronic inflammation with microglia senescence at basal forebrain: Impact on cholinergic deficit in Alzheimer's brain haemodynamics,Liu D.,Brain Communications,NA,26321297,6,4,NA,2024-01-01,2024,10.1093/braincomms/fcae204,"Cholinergic innervation in the brain is involved in modulating neurovascular function including cerebral blood flow haemodynamics in response to neuronal activity. Cholinergic deficit is associated with pathophysiology in Alzheimer's disease, albeit the aetiology remains to be clarified. In the current study, neocortex cerebral blood flow response to acetylcholine was evaluated by Laser-Doppler Flowmetry (LDF) in 3xTgAD Alzheimer's disease model) and wild-Type mice of two age groups. The peak of cerebral blood flow to acetylcholine (i.v.) from baseline levels (% ΔrCBF) was higher in young 3xTgAD versus in wild-Type mice (48.35; 95% CI:27.03-69.67 versus 22.70; CI:15.5-29.91, P < 0.05); this was reversed in old 3xTgAD mice (21.44; CI:2.52-40.35 versus 23.25; CI:23.25-39). Choline acetyltransferase protein was reduced in neocortex, while cerebrovascular reactivity to acetylcholine was preserved in young 3×TgAD mice. This suggests endogenous acetylcholine deficit and possible cholinergic denervation from selected cholinergic nuclei within the basal forebrain. The early deposition of tauopathy moieties (mutant hTau and pTau181) and its coincidence in cholinergic cell clusters (occasionaly), were observed at the basal forebrain of 3xTgAD mice including substantia innominate, nucleus Basalis of Meynert and nucleus of horizontal limb diagonal band of Broca. A prominent feature was microglia interacting tauopathy and demonstrated a variety of morphology changes particularly when located in proximity to tauopathy. The microglia ramified phenotype was reduced as evaluated by the ramification index and Fractal analysis. Increased microglia senescence, identified as SASP (senescence-Associated secretory phenotype), was colocalization with p16Ink4α, a marker of irreversible cell-cycle arrest in old 3xTgAD versus wild-Type mice (P = 0.001). The p16Ink4α was also observed in neuronal cells bearing tauopathy within the basal forebrain of 3xTgAD mice. TNF-α, the pro-inflammatory cytokine elevated persistently in microglia (Pearson's correlation coefficient = 0.62) and the loss of cholinergic cells in vulnerable basal forebrain environment, was indicated by image analysis in 3xTgAD mice, which linked to the cholinergic deficits in neocortex rCBF haemodynamics. Our study revealed the early change of CBF haemodynamics to acetylcholine in 3xTgAD model. As a major effector of brain innate immune activation, microglia SASP with age-related disease progression is indicative of immune cell senescence, which contributes to chronic inflammation and cholinergic deficits at the basal forebrain. Targeting neuroinflammation and senescence may mitigate cholinergic pathophysiology in Alzheimer's disease.",2,NA,Journal,ar,Article,100,10,10,21101098750,AG000469,1,TRUE,all,All Open Access,405,Alzheimer's disease | basal forebrain cholinergic neuron | CBF haemodynamics to ACh | chronic neuroinflammation | microglia SASP,NIA,National Institute on Aging,fcae204,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85197204118,SCOPUS_ID:85197204118,2-s2.0-85197204118,Proteomic analysis of Alzheimer’s disease cerebrospinal fluid reveals alterations associated with APOE ε4 and atomoxetine treatment,Dammer E.B.,Science Translational Medicine,19466234,19466242,16,753,NA,2024-01-01,2024,10.1126/scitranslmed.adn3504,"Alzheimer’s disease (AD) is currently defined by the aggregation of amyloid-β (Aβ) and tau proteins in the brain. Although biofluid biomarkers are available to measure Aβ and tau pathology, few markers are available to measure the complex pathophysiology that is associated with these two cardinal neuropathologies. Here, we characterized the proteomic landscape of cerebrospinal fluid (CSF) changes associated with Aβ and tau pathology in 300 individuals using two different proteomic technologies—tandem mass tag mass spectrometry and SomaScan. Integration of both data types allowed for generation of a robust protein coexpression network consisting of 34 modules derived from 5242 protein measurements, including disease-relevant modules associated with autophagy, ubiquitination, endocytosis, and glycolysis. Three modules strongly associated with the apolipoprotein E ε4 (APOE ε4) AD risk genotype mapped to oxidant detoxification, mitogen-associated protein kinase signaling, neddylation, and mitochondrial biology and overlapped with a previously described lipoprotein module in serum. Alterations of all three modules in blood were associated with dementia more than 20 years before diagnosis. Analysis of CSF samples from an AD phase 2 clinical trial of atomoxetine (ATX) demonstrated that abnormal elevations in the glycolysis CSF module—the network module most strongly correlated to cognitive function—were reduced by ATX treatment. Clustering of individuals based on their CSF proteomic profiles revealed heterogeneity of pathological changes not fully reflected by Aβ and tau.",8,38924431,Journal,ar,Article,100,21,21,19700174677,HHSN271201200022C,1,TRUE,all,All Open Access,406,NA,NINDS,National Institute of Neurological Disorders and Stroke,eadn3504,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85195328667,SCOPUS_ID:85195328667,2-s2.0-85195328667,Relationships of depression and antidepressant use with epigenetic age acceleration and all-cause mortality among postmenopausal women,Beydoun M.A.,Aging,NA,19454589,16,10,8446-8471,2024-01-01,2024,10.18632/aging.205868,"We investigated relations of depressive symptoms, antidepressant use, and epigenetic age acceleration with all-cause mortality risk among postmenopausal women. Data were analyzed from ≤1, 900 participants in the Women’s Health Initiative study testing four-way decomposition models. After a median 20.4y follow-up, 1, 161 deaths occurred. Approximately 11% had elevated depressive symptoms (EDS+), 7% were taking antidepressant medication at baseline (ANTIDEP+), while 16.5% fell into either category (EDS_ANTIDEP+). Baseline ANTIDEP+, longitudinal transition into ANTIDEP+ and accelerated epigenetic aging directly predicted increased mortality risk. GrimAge DNA methylation age acceleration (AgeAccelGrim) partially mediated total effects of baseline ANTIDEP+ and EDS_ANTIDEP+ on all-cause mortality risk in socio-demographic factors-adjusted models (Pure Indirect Effect >0, P < 0.05; Total Effect >0, P < 0.05). Thus, higher AgeAccelGrim partially explained the relationship between antidepressant use and increased all-cause mortality risk, though only prior to controlling for lifestyle and health-related factors. Antidepressant use and epigenetic age acceleration independently predicted increased all-cause mortality risk. Further studies are needed in varying populations.",3,38809417,Journal,ar,Article,100,13,13,71628,75N92021D00002,1,TRUE,all,All Open Access,407,aging | depressive symptoms | epigenetic age acceleration | mortality,NIH,National Institutes of Health,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85195171026,SCOPUS_ID:85195171026,2-s2.0-85195171026,Association between solar radiation and mood disorders among Gulf Coast residents,Deng X.,Journal of Exposure Science and Environmental Epidemiology,15590631,1559064X,NA,NA,NA,2024-01-01,2024,10.1038/s41370-024-00691-w,"Background: Climate factors such as solar radiation could contribute to mood disorders, but evidence of associations between exposure to solar radiation and mood disorders is mixed and varies by region. Objective: To evaluate the association of solar radiation with depression and distress among residents living in U.S. Gulf states. Methods: We enrolled home-visit participants in the Gulf Long-Term Follow-up Study who completed validated screening questionnaires for depression (Patient Health Questionnaire-9, N = 10,217) and distress (Kessler Psychological Distress Questionnaire, N = 8,765) for the previous 2 weeks. Solar radiation estimates from the Daymet database (1-km grid) were linked to residential addresses. Average solar radiation exposures in the seven (SRAD7), 14 (SRAD14), and 30 days (SRAD30) before the home visit were calculated and categorized into quartiles (Q1-Q4). We used generalized linear mixed models to estimate prevalence ratios (PR) and 95% confidence intervals (CI) for associations between solar radiation and depression/distress. Results: Higher levels of SRAD7 were non-monotonically inversely associated with depression [PRVs.Q1 (95%CI): Q2 = 0.81 (0.68, 0.97), Q3 = 0.80 (0.65, 0.99), Q4 = 0.88 (0.69, 1.15)] and distress [PRVs.Q1 (95%CI): Q2 = 0.76 (0.58, 0.99), Q3 = 0.77 (0.57, 1.06), Q4 = 0.84 (0.58, 1.22)]. Elevated SRAD14 and SRAD30 appeared to be associated with decreasing PRs of distress. For example, for SRAD14, PRs were 0.86 (0.63–1.19), 0.80 (0.55–1.18), and 0.75 (0.48–1.17) for Q2-4 versus Q1. Associations with SRAD7 varied somewhat, though not significantly, by season with increasing PRs of distress in spring and summer and decreasing PRs of depression and distress in fall. Impact Statement: Previous research suffered from exposure misclassification, which impacts the validity of their conclusions. By leveraging high-resolution datasets and Gulf Long-term Follow-up Cohort, our findings support an association between increased solar radiation and fewer symptoms of mood disorders.",0,NA,Journal,ar,Article,100,7,7,4400151701,undefined,1,TRUE,all,All Open Access,408,Depression | Meteorological conditions | Psychological distress | Solar radiation,NIH,National Institutes of Health,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85194868945,SCOPUS_ID:85194868945,2-s2.0-85194868945,The phenomenological experience of autobiographical memory in patients with behavioral-variant frontotemporal dementia,El Haj M.,Applied Neuropsychology:Adult,23279095,23279109,NA,NA,NA,2024-01-01,2024,10.1080/23279095.2024.2360124,"In this study, we offer a comprehensive assessment of the phenomenological experience of patients with behavioral-variant frontotemporal dementia (bvFTD) upon retrieval of autobiographical memory. We invited patients with bvFTD and control participants to retrieve autobiographical memories and rate, for each memory, its phenomenological characteristics. We also analyzed the retrieved memories regarding specificity (i.e., whether the memory described a general or a detailed event). Results demonstrated that, compared to control participants, patients with bvFTD attributed lower levels of reliving, back in time (feeling as if going back in time), remembering, realness, visual imagery, auditory imagery, language, emotion, rehearsal, importance, spatial recall and temporal recall to their memories. Lower autobiographical specificity was also observed in patients with bvFTD compared to control participants. Autobiographical specificity in patients with bvFTD was associated with verbal fluency and verbal episodic memory, but not with phenomenological experience. Although autobiographical memories of patients with bvFTD show low ratings of phenomenological experience, the patients may still enjoy some limited subjective experience during autobiographical retrieval.",1,NA,Journal,ar,Article,100,3,3,21100829244,undefined,0,FALSE,NA,NA,409,Autobiographical memory | behavioral-variant frontotemporal dementia | frontotemporal dementia | phenomenological experience | subjective experience,NA,NA,NA,NA
