@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id,authkeywords,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85124173756,SCOPUS_ID:85124173756,2-s2.0-85124173756,Meeting Report: Aging Research and Drug Discovery,Meron E.,Aging,NA,14,2,2022-01-01,2022,10.18632/aging.203859,"Aging is the single largest risk factor for most chronic diseases, and thus possesses large socioeconomic interest to continuously aging societies. Consequently, the field of aging research is expanding alongside a growing focus from the industry and investors in aging research. This year’s 8th Annual Aging Research and Drug Discovery (ARDD) meeting was organized as a hybrid meeting from August 30th to September 3rd 2021 with more than 130 attendees participating on-site at the Ceremonial Hall at University of Copenhagen, Denmark, and 1800 engaging online. The conference comprised of presentations from 75 speakers focusing on new research in topics including mechanisms of aging and how these can be modulated as well as the use of AI and new standards of practices within aging research. This year, a longevity workshop was included to build stronger connections with the clinical community.",3,Journal,ar,Article,100,78,78,NA,71628,NA,undefined,NA,1,TRUE,all,All Open Access,456,19454589,532-543,NA,Aging | Ai | Conference | Drug discovery | Longevity,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123814454,SCOPUS_ID:85123814454,2-s2.0-85123814454,Insights on Genetic and Environmental Factors in Parkinson's Disease from a Regional Swedish Case-Control Cohort,Brolin K.,Journal of Parkinson's Disease,1877718X,12,1,2022-01-01,2022,10.3233/JPD-212818,"Background: Risk factors for Parkinson's disease (PD) can be more or less relevant to a population due to population-specific genetic architecture, local lifestyle habits, and environmental exposures. Therefore, it is essential to study PD at a local, regional, and continental scale in order to increase the knowledge on disease etiology. Objective: We aimed to investigate the contribution of genetic and environmental factors to PD in a new Swedish case-control cohort. Methods: PD patients (n = 929) and matched population-based controls (n = 935) from the southernmost county in Sweden were included in the cohort. Information on environmental exposures was obtained using questionnaires at inclusion. Genetic analyses included a genome-wide association study (GWAS), haplotype assessment, and a risk profile analysis using cumulative genetic risk scores. Results: The cohort is a representative PD case-control cohort (64% men, mean age at diagnosis = 67 years, median Hoehn and Yahr score 2.0), in which previously reported associations between PD and environmental factors, such as tobacco, could be confirmed. We describe the first GWAS of PD solely composed of PD patients from Sweden, and confirm associations to well-established risk alleles in SNCA. In addition, we nominate an unconfirmed and potentially population-specific genome-wide significant association in the PLPP4 locus (rs12771445). Conclusion: This work provides an in-depth description of a new PD case-control cohort from southern Sweden, giving insights into environmental and genetic risk factors for PD in the Swedish population.",7,Journal,ar,Article,100,8,8,NA,19900191888,NIH,undefined,Parkinsonfonden,1,TRUE,all,All Open Access,457,18777171,153-171,34776419,case-control studies | genome-wide association study | haplotypes | Parkinson's disease | risk factors | Sweden,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123813753,SCOPUS_ID:85123813753,2-s2.0-85123813753,"Mendelian Randomisation Study of Smoking, Alcohol, and Coffee Drinking in Relation to Parkinson's Disease",Domenighetti C.,Journal of Parkinson's Disease,1877718X,12,1,2022-01-01,2022,10.3233/JPD-212851,"Background: Previous studies showed that lifestyle behaviors (cigarette smoking, alcohol, coffee) are inversely associated with Parkinson's disease (PD). The prodromal phase of PD raises the possibility that these associations may be explained by reverse causation. Objective: To examine associations of lifestyle behaviors with PD using two-sample Mendelian randomisation (MR) and the potential for survival and incidence-prevalence biases. Methods: We used summary statistics from publicly available studies to estimate the association of genetic polymorphisms with lifestyle behaviors, and from Courage-PD (7,369 cases, 7,018 controls; European ancestry) to estimate the association of these variants with PD. We used the inverse-variance weighted method to compute odds ratios (ORIVW) of PD and 95%confidence intervals (CI). Significance was determined using a Bonferroni-corrected significance threshold (p = 0.017). Results: We found a significant inverse association between smoking initiation and PD (ORIVW per 1-SD increase in the prevalence of ever smoking = 0.74, 95%CI = 0.60-0.93, p = 0.009) without significant directional pleiotropy. Associations in participants =67 years old and cases with disease duration =7 years were of a similar size. No significant associations were observed for alcohol and coffee drinking. In reverse MR, genetic liability toward PD was not associated with smoking or coffee drinking but was positively associated with alcohol drinking. Conclusion: Our findings are in favor of an inverse association between smoking and PD that is not explained by reverse causation, confounding, and survival or incidence-prevalence biases. Genetic liability toward PD was positively associated with alcohol drinking. Conclusions on the association of alcohol and coffee drinking with PD are hampered by insufficient statistical power.",33,Journal,ar,Article,100,79,79,NA,19900191888,NIA,K24AG000949,National Institute on Aging,0,FALSE,all,All Open Access,458,18777171,267-282,34633332,alcohol | coffee | Mendelian randomisation | Parkinson's disease | Smoking,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123675558,SCOPUS_ID:85123675558,2-s2.0-85123675558,Extending human healthspan and longevity: a symposium report,DeVito L.M.,Annals of the New York Academy of Sciences,17496632,1507,1,2022-01-01,January 2022,10.1111/nyas.14681,"For many years, it was believed that the aging process was inevitable and that age-related diseases could not be prevented or reversed. The geroscience hypothesis, however, posits that aging is, in fact, malleable and, by targeting the hallmarks of biological aging, it is indeed possible to alleviate age-related diseases and dysfunction and extend longevity. This field of geroscience thus aims to prevent the development of multiple disorders with age, thereby extending healthspan, with the reduction of morbidity toward the end of life. Experts in the field have made remarkable advancements in understanding the mechanisms underlying biological aging and identified ways to target aging pathways using both novel agents and repurposed therapies. While geroscience researchers currently face significant barriers in bringing therapies through clinical development, proof-of-concept studies, as well as early-stage clinical trials, are underway to assess the feasibility of drug evaluation and lay a regulatory foundation for future FDA approvals in the future.",25,Book Series,ar,Article,100,15,15,NA,21754,NIH,P30 AG038072,National Institutes of Health,0,FALSE,all,All Open Access,459,00778923,70-83,34498278,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123649467,SCOPUS_ID:85123649467,2-s2.0-85123649467,Associations between 20-Year Lipid Variability Throughout Young Adulthood and Midlife Cognitive Function and Brain Integrity,Al Hazzouri A.Z.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,1758535X,77,1,2022-01-01,1 January 2022,10.1093/gerona/glab108,"Background: Little is known about long-term lipid variability in young adulthood in relation to cognitive function and brain integrity in midlife. Method: We studied 3 328 adults from the Coronary Artery Risk Development in Young Adults. We defined low- and high-density lipoprotein (LDL and HDL) variability as the intraindividual standard deviation of lipid measurements over 20 years of young adulthood (1985-2005). Cognitive tests were administered in 2010. Brain scans were performed in 2010 on 714 participants. To facilitate comparison, cognitive tests and brain metrics were z-scored. Results: Mean age at baseline was 25.4 years. Higher 20-year LDL variability was associated with worse verbal memory in midlife (β = -0.25, 95% CI: -0.42, -0.08), adjusted for important covariates. Higher 20-year HDL variability was associated with worse processing speed in midlife (β = -0.80, 95% CI: -1.18, -0.41) and brain integrity, for example, smaller total brain volume (β = -0.58, 95% CI: -0.82, -0.34) and worse total brain fractional anisotropy (β = -1.13, 95% CI: -1.87, -0.39). Conclusions: Higher long-term lipid variability in adulthood was associated with worse cognition and brain integrity in midlife, in a relatively young cohort.",3,Journal,ar,Article,100,10,10,NA,29559,NINDS,F30NS103462,National Institute of Neurological Disorders and Stroke,0,FALSE,all,All Open Access,460,10795006,114-121,33839774,Brain | Cognition | Epidemiology | Homeostasis | Lipid,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123647494,SCOPUS_ID:85123647494,2-s2.0-85123647494,The Plasma Proteome Fingerprint Associated with Circulating Carotenoids and Retinol in Older Adults,Yamaguchi Y.,Journal of Nutrition,15416100,152,1,2022-01-01,1 January 2022,10.1093/jn/nxab340,"Background: Although diets rich in carotenoids are associated with reduced risks of cardiovascular disease, age-related macular degeneration, disability, and other adverse aging outcomes, the underlying biological mechanisms are not fully elucidated. Objectives: To characterize the plasma proteome fingerprint associated with circulating carotenoid and retinol concentrations in older adults. Methods: In 728 adults ≥65 y participating in the Invecchiare in Chianti (InCHIANTI) Study, plasma α-carotene, β-carotene, β-cryptoxanthin, lutein, zeaxanthin, and lycopene were measured using HPLC. The SOMAscan assay was used to measure 1301 plasma proteins. Multivariable linear regression models were used to examine the relationship of individual carotenoids and retinol with plasma proteins. A false discovery rate approach was used to deal with multiple comparisons using a q-value < 0.05. Results: Plasma β-carotene, β-cryptoxanthin, lutein, zeaxanthin, and lycopene were associated with 85, 39, 4, 2, and 5 plasma proteins, respectively, in multivariable linear regression models adjusting for potential confounders (q < 0.05). No proteins were associated with α-carotene or retinol. Two or more carotenoids were positively associated with ferritin, 6-phosphogluconate dehydrogenase (decarboxylating), hepcidin, thrombospondin-2, and choline/ethanolamine kinase. The proteins associated with circulating carotenoids were related to energy metabolism, sirtuin signaling, inflammation and oxidative stress, iron metabolism, proteostasis, innate immunity, and longevity. Conclusions: The plasma proteomic fingerprint associated with elevated circulating carotenoids in older adults provides insight into the mechanisms underlying the protective role of carotenoids on health.",8,Journal,ar,Article,100,9,9,NA,12716,JSPS,20K19273,Japan Society for the Promotion of Science,1,TRUE,all,All Open Access,461,00223166,40-48,34550359,carotene | carotenoid | cryptoxanthin | lutein | lycopene | protein | proteomics | retinol | zeaxanthin,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123613913,SCOPUS_ID:85123613913,2-s2.0-85123613913,New antisense oligonucleotide therapies reach first base in ALS,Lopez E.R.,Nature Medicine,1546170X,28,1,2022-01-01,January 2022,10.1038/s41591-021-01629-7,NA,9,Journal,no,Note,100,3,3,NA,15819,NIH,Z01-AG000949-02,National Institutes of Health,0,FALSE,NA,NA,462,10788956,25-27,35075291,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123485906,SCOPUS_ID:85123485906,2-s2.0-85123485906,Diverse experiences and approaches to tele neuropsychology: Commentary and reflections over the past year of COVID-19,Hewitt K.C.,Clinical Neuropsychologist,17444144,36,4,2022-01-01,2022,10.1080/13854046.2022.2027022,"Objectives: In response to the coronavirus disease 2019 (COVID-19) pandemic, neuropsychologists rapidly adopted teleneuropsychology (TeleNP) services to ensure continued clinical care. Prior to COVID-19, TeleNP was not widely used nor was it included in the majority of traditional practice or training models across graduate, internship, and postdoctoral programs. Out of necessity, the pandemic was a catalyst that promoted greater adoption of TeleNP services. In response, neuropsychological guidelines for modified assessments were developed and further empirical studies have been published. Numerous surveys in response to service delivery changes during COVID-19 now exist, but what follows is a commentary based on neuropsychologists’ experiences with adapting clinical practice to TeleNP. Methods: Co-authors represent settings across academic medical centers, Veterans Affairs hospitals, and private practices that serve multiculturally diverse pediatric, adult, and geriatric populations in the United States. Results: The perspectives within this commentary aim to highlight the growth of TeleNP and highlight lessons learned from implementation across practice settings. Conclusions: Our goal is to help foster the development of further empirical studies through candid discussion of various TeleNP experiences and approaches. Through this reflective process, TeleNP presents both opportunities and challenges but it ultimately has potential to reduce healthcare disparities and enhance patient care.",17,Journal,re,Review,100,16,16,NA,70201,NA,undefined,NA,0,FALSE,NA,NA,463,13854046,790-805,35068358,practice models | service delivery | telehealth | teleneuropsychology,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123478383,SCOPUS_ID:85123478383,2-s2.0-85123478383,Repurposing Pomalidomide as a Neuroprotective Drug: Efficacy in an Alpha-Synuclein-Based Model of Parkinson’s Disease,Palmas M.F.,Neurotherapeutics,18787479,19,1,2022-01-01,January 2022,10.1007/s13311-022-01182-2,"Marketed drugs for Parkinson’s disease (PD) treat disease motor symptoms but are ineffective in stopping or slowing disease progression. In the quest of novel pharmacological approaches that may target disease progression, drug-repurposing provides a strategy to accelerate the preclinical and clinical testing of drugs already approved for other medical indications. Here, we targeted the inflammatory component of PD pathology, by testing for the first time the disease-modifying properties of the immunomodulatory imide drug (IMiD) pomalidomide in a translational rat model of PD neuropathology based on the intranigral bilateral infusion of toxic preformed oligomers of human α-synuclein (H-αSynOs). The neuroprotective effect of pomalidomide (20 mg/kg; i.p. three times/week 48 h apart) was tested in the first stage of disease progression by means of a chronic two-month administration, starting 1 month after H-αSynOs infusion, when an already ongoing neuroinflammation is observed. The intracerebral infusion of H-αSynOs induced an impairment in motor and coordination performance that was fully rescued by pomalidomide, as assessed via a battery of motor tests three months after infusion. Moreover, H-αSynOs-infused rats displayed a 40–45% cell loss within the bilateral substantia nigra, as measured by stereological counting of TH + and Nissl-stained neurons, that was largely abolished by pomalidomide. The inflammatory response to H-αSynOs infusion and the pomalidomide treatment was evaluated both in CNS affected areas and peripherally in the serum. A reactive microgliosis, measured as the volume occupied by the microglial marker Iba-1, was present in the substantia nigra three months after H-αSynOs infusion as well as after H-αSynOs plus pomalidomide treatment. However, microglia differed for their phenotype among experimental groups. After H-αSynOs infusion, microglia displayed a proinflammatory profile, producing a large amount of the proinflammatory cytokine TNF-α. In contrast, pomalidomide inhibited the TNF-α overproduction and elevated the anti-inflammatory cytokine IL-10. Moreover, the H-αSynOs infusion induced a systemic inflammation with overproduction of serum proinflammatory cytokines and chemokines, that was largely mitigated by pomalidomide. Results provide evidence of the disease modifying potential of pomalidomide in a neuropathological rodent model of PD and support the repurposing of this drug for clinical testing in PD patients.",11,Journal,ar,Article,100,19,19,NA,5100155080,NIH,819644,National Institutes of Health,1,TRUE,all,All Open Access,464,19337213,305-324,NA,Alpha-synuclein | Cytokine | Drug repositioning | Immunomodulation | Motor impairment | Neuroprotection,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85123261747,SCOPUS_ID:85123261747,2-s2.0-85123261747,Dietary curcumin restores insulin homeostasis in diet-induced obese aged mice,Lee S.J.,Aging,NA,14,1,2022-01-01,2022,10.18632/aging.203821,"Although aging is a physiological process to which all organisms are subject, the presence of obesity and type 2 diabetes accelerates biological aging. Recent studies have demonstrated the causal relationships between dietary interventions suppressing obesity and type 2 diabetes and delaying the onset of age-related endocrine changes. Curcumin, a natural antioxidant, has putative therapeutic properties such as improving insulin sensitivity in obese mice. However, how curcumin contributes to maintaining insulin homeostasis in aged organisms largely remains unclear. Thus, the objective of this study is to examine the pleiotropic effect of dietary curcumin on insulin homeostasis in a diet-induced obese (DIO) aged mouse model. Aged (18-20 months old) male mice given a high-fat high-sugar diet supplemented with 0.4% (w/w) curcumin (equivalent to 2 g/day for a 60 kg adult) displayed a different metabolic phenotype compared to mice given a high-fat high-sugar diet alone. Furthermore, curcumin supplementation altered hepatic gene expression profiling, especially insulin signaling and senescence pathways. We then mechanistically investigated how curcumin functions to fine-tune insulin sensitivity. We found that curcumin supplementation increased hepatic insulin-degrading enzyme (IDE) expression levels and preserved islet integrity, both outcomes that are beneficial to preserving good health with age. Our findings suggest that the multifaceted therapeutic potential of curcumin can be used as a protective agent for age-induced metabolic diseases.",19,Journal,ar,Article,100,6,6,NA,71628,NIA,undefined,National Institute on Aging,1,TRUE,all,All Open Access,465,19454589,225-239,35017319,aging | curcumin | insulin homeostasis | insulin-degrading enzyme (IDE) | type 2 diabetes,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85122828561,SCOPUS_ID:85122828561,2-s2.0-85122828561,Ketone Ester Effects on Biomarkers of Brain Metabolism and Cognitive Performance in Cognitively Intact Adults ≥ 55 Years Old. A Study Protocol for a Double-Blinded Randomized Controlled Clinical Trial,Avgerinos K.I.,Journal of Prevention of Alzheimer's Disease,24260266,9,1,2022-01-01,January 2022,10.14283/jpad.2022.3,"Background: Ketone bodies have been proposed as an “energy rescue” for the Alzheimer’s disease (AD) brain, which underutilizes glucose. Prior research has shown that oral ketone monoester (KME) safely induces robust ketosis in humans and has demonstrated cognitive-enhancing and pathology-reducing properties in animal models of AD. However, human evidence that KME may enhance brain ketone metabolism, improve cognitive performance and engage AD pathogenic cascades is scarce. Objectives: To investigate the effects of ketone monoester (KME) on brain metabolism, cognitive performance and AD pathogenic cascades in cognitively normal older adults with metabolic syndrome and therefore at higher risk for AD. DESIGN: Double-blinded randomized placebo-controlled clinical trial. Setting: Clinical Unit of the National Institute on Aging, Baltimore, US. Participants: Fifty cognitively intact adults ≥ 55 years old, with metabolic syndrome. Intervention: Drinks containing 25 g of KME or isocaloric placebo consumed three times daily for 28 days. Outcomes: Primary: concentration of beta-hydroxybutyrate (BHB) in precuneus measured with Magnetic Resonance Spectroscopy (MRS). Exploratory: plasma and urine BHB, multiple brain and muscle metabolites detected with MRS, cognition assessed with the PACC and NIH toolbox, biomarkers of AD and metabolic mediators in plasma extracellular vesicles, and stool microbiome. Discussion: This is the first study to investigate the AD-biomarker and cognitive effects of KME in humans. Ketone monoester is safe, tolerable, induces robust ketosis, and animal studies indicate that it can modify AD pathology. By conducting a study of KME in a population at risk for AD, we hope to bridge the existing gap between pre-clinical evidence and the potential for brain-metabolic, pro-cognitive, and anti-Alzheimer’s effects in humans.",7,Journal,ar,Article,100,4,4,NA,21100881252,NIA,ZIAAG000975,National Institute on Aging,1,TRUE,all,All Open Access,466,22745807,54-66,35098974,Alzheimer’s disease | cognition | extracellular vesicles | ketone ester | Ketosis | magnetic resonance spectroscopy | metabolic syndrome,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85121208778,SCOPUS_ID:85121208778,2-s2.0-85121208778,The accelerated aging phenotype: The role of race and social determinants of health on aging,Noren Hooten N.,Ageing Research Reviews,18729649,73,NA,2022-01-01,January 2022,10.1016/j.arr.2021.101536,"The pursuit to discover the fundamental biology and mechanisms of aging within the context of the physical and social environment is critical to designing interventions to prevent and treat its complex phenotypes. Aging research is critically linked to understanding health disparities because these inequities shape minority aging, which may proceed on a different trajectory than the overall population. Health disparities are characteristically seen in commonly occurring age-associated diseases such as cardiovascular and cerebrovascular disease as well as diabetes mellitus and cancer. The early appearance and increased severity of age-associated disease among African American and low socioeconomic status (SES) individuals suggests that the factors contributing to the emergence of health disparities may also induce a phenotype of ‘premature aging’ or ‘accelerated aging’ or ‘weathering’. In marginalized and low SES populations with high rates of early onset age-associated disease the interaction of biologic, psychosocial, socioeconomic and environmental factors may result in a phenotype of accelerated aging biologically similar to premature aging syndromes with increased susceptibility to oxidative stress, premature accumulation of oxidative DNA damage, defects in DNA repair and higher levels of biomarkers of oxidative stress and inflammation. Health disparities, therefore, may be the end product of this complex interaction in populations at high risk. This review will examine the factors that drive both health disparities and the accelerated aging phenotype that ultimately contributes to premature mortality.",94,Journal,re,Review,100,4,4,101536,28475,NIH,ZIAAG000519,National Institutes of Health,0,FALSE,all,All Open Access,467,15681637,NA,34883202,African Americans | Age | Epigenetics | Genetics | Health disparities | Hispanics | Inflammation | Minority aging,S156816372100283X
true,https://api.elsevier.com/content/abstract/scopus_id/85119975435,SCOPUS_ID:85119975435,2-s2.0-85119975435,Metformin treatment of diverse Caenorhabditis species reveals the importance of genetic background in longevity and healthspan extension outcomes,Onken B.,Aging Cell,14749726,21,1,2022-01-01,January 2022,10.1111/acel.13488,"Metformin, the most commonly prescribed anti-diabetes medication, has multiple reported health benefits, including lowering the risks of cardiovascular disease and cancer, improving cognitive function with age, extending survival in diabetic patients, and, in several animal models, promoting youthful physiology and lifespan. Due to its longevity and health effects, metformin is now the focus of the first proposed clinical trial of an anti-aging drug—the Targeting Aging with Metformin (TAME) program. Genetic variation will likely influence outcomes when studying metformin health effects in human populations. To test for metformin impact in diverse genetic backgrounds, we measured lifespan and healthspan effects of metformin treatment in three Caenorhabditis species representing genetic variability greater than that between mice and humans. We show that metformin increases median survival in three C. elegans strains, but not in C. briggsae and C. tropicalis strains. In C. briggsae, metformin either has no impact on survival or decreases lifespan. In C. tropicalis, metformin decreases median survival in a dose-dependent manner. We show that metformin prolongs the period of youthful vigor in all C. elegans strains and in two C. briggsae strains, but that metformin has a negative impact on the locomotion of C. tropicalis strains. Our data demonstrate that metformin can be a robust promoter of healthy aging across different genetic backgrounds, but that genetic variation can determine whether metformin has positive, neutral, or negative lifespan/healthspan impact. These results underscore the importance of tailoring treatment to individuals when testing for metformin health benefits in diverse human populations.",26,Journal,ar,Article,100,23,23,e13488,18391,NIA,U24AG056052,National Institute on Aging,1,TRUE,all,All Open Access,468,14749718,NA,34837316,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85119610006,SCOPUS_ID:85119610006,2-s2.0-85119610006,Amyotrophic lateral sclerosis is over-represented in two Huntington’s disease brain bank cohorts: further evidence to support genetic pleiotropy of pathogenic HTT gene expansion,Hickman R.A.,Acta Neuropathologica,14320533,143,1,2022-01-01,January 2022,10.1007/s00401-021-02385-1,NA,15,Journal,le,Letter,100,6,6,NA,17552,NIH,P50 AG008702,National Institutes of Health,0,FALSE,all,All Open Access,469,00016322,105-108,34800149,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85119321943,SCOPUS_ID:85119321943,2-s2.0-85119321943,Independent and interactive associations of dietary nitrate and salt intake with blood pressure and cognitive function: a cross-sectional analysis in the InCHIANTI study,McGrattan A.M.,International Journal of Food Sciences and Nutrition,14653478,73,4,2022-01-01,2022,10.1080/09637486.2021.1993157,"Blood pressure (BP) control is a key target for interventions to reduce cognitive decline. This cross-sectional study explored associations between objective (24-hour urine excretion) and subjective (food frequency questionnaire [FFQ]) measures of dietary sodium and nitrate intakes with cognitive function and resting BP in the InCHIANTI cohort. Baseline data from 989 participants aged >50 years were included. In fully adjusted models, participants with concurrent high nitrate and low sodium (Odds Ratio (OR)=0.49, 95%CI 0.32–0.76, p = 0.001) and high nitrate and high sodium (OR = 0.49, 95%CI 0.32–0.77, p = 0.002) 24-hour urinary concentrations had lower odds of high BP than participants with low nitrate and high sodium concentrations. We found no significant associations between sodium and nitrate intakes (24-hour urinary concentrations and FFQ) and poor cognitive performance. Urinary nitrate excretion was associated with lower BP and results appeared to be independent of sodium intake. Further analyses in longitudinal studies are required to substantiate these findings.",7,Journal,ar,Article,100,14,14,NA,12676,NIHR,1172987,National Institute for Health and Care Research,1,TRUE,all,All Open Access,470,09637486,491-502,34783276,ageing | biomarkers | blood pressure | cognition | Dietary nitrate | salt | sodium,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85119136325,SCOPUS_ID:85119136325,2-s2.0-85119136325,Novel Brain-Penetrating Single Chain Antibodies Directed Against 3RTau for the Treatment of Alzheimer’s Disease and Related Dementias,Spencer B.,Methods in Molecular Biology,19406029,2383,NA,2022-01-01,2022,10.1007/978-1-0716-1752-6_28,"Alzheimer’s disease (AD), Pick’s disease, fronto-temporal lobar degeneration, cortico-basal degeneration, and primary age related tauopathy are examples of neurodegenerative disorders with tau accumulation and jointly referred as “tauopathies.” The mechanisms through which tau leads to neurodegeneration are not fully understood but include conversion into toxic oligomers and protofibrils, cell-to-cell propagation, post-transcriptional modifications and as a mediator of cell death signals among others. Potential therapeutics includes reducing tau synthesis (e.g., anti-sense); targeting selective tau species and aggregates or blocking cell-to-cell transmission (e.g., antibodies) or by promoting clearance of tau (e.g., autophagy activators). Among them, immunotherapy is currently one of the approaches most actively explored including active, passive, and cellular. A potential problem with immunotherapy has been the trafficking of the antibodies into the CNS. In this chapter, we describe a method for the production and testing of viral vector driven, brain-penetrating, single chain antibodies that specifically recognize 3RTau. These single chain antibodies are modified by the addition of a fragment of the apoB protein to facilitate trafficking into the brain, once in the CNS these antibody fragments recognize tau with potential value for the treatment of AD and related dementias.",1,Book Series,ch,Book Chapter,100,4,4,NA,12196,NIH,AG018440,National Institutes of Health,0,FALSE,NA,NA,471,10643745,447-457,34766306,Alzheimer’s disease | Immunotherapy | Pick’s disease | Tauopathy,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85119066131,SCOPUS_ID:85119066131,2-s2.0-85119066131,Reply to the Letter: “Low levels of transaminase and mortality risk in older people with special reference to sarcopenia”,Gallo P.,Aging Clinical and Experimental Research,17208319,34,1,2022-01-01,January 2022,10.1007/s40520-021-02023-6,NA,0,Journal,le,Letter,100,7,7,NA,28496,NA,undefined,NA,1,TRUE,all,All Open Access,472,15940667,217,34784018,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85118721989,SCOPUS_ID:85118721989,2-s2.0-85118721989,TractEM: Evaluation of protocols for deterministic tractography white matter atlas,Rheault F.,Magnetic Resonance Imaging,18735894,85,NA,2022-01-01,January 2022,10.1016/j.mri.2021.10.017,"Reproducible identification of white matter pathways across subjects is essential for the study of structural connectivity of the human brain. One of the key challenges is anatomical differences between subjects and human rater subjectivity in labeling. Labeling white matter regions of interest presents many challenges due to the need to integrate both local and global information. Clearly communicating the manual processes to capture this information is cumbersome, yet essential to lay a solid foundation for comprehensive atlases. Segmentation protocols must be designed so the interpretation of the requested tasks as well as locating structural landmarks is anatomically accurate, intuitive and reproducible. In this work, we quantified the reproducibility of a first iteration of an open/public multi-bundle segmentation protocol. This allowed us to establish a baseline for its reproducibility as well as to identify the limitations for future iterations. The protocol was tested/evaluated on both typical 3 T research acquisition Baltimore Longitudinal Study of Aging (BLSA) and high-acquisition quality Human Connectome Project (HCP) datasets. The results show that a rudimentary protocol can produce acceptable intra-rater and inter-rater reproducibility. However, this work highlights the difficulty in generalizing reproducible results and the importance of reaching consensus on anatomical description of white matter pathways. The protocol has been made available in open source to improve generalizability and reliability in collaboration. The goal is to improve upon the first iteration and initiate a discussion on the anatomical validity (or lack thereof) of some bundle definitions and the importance of reproducibility of tractography segmentation.",4,Journal,ar,Article,100,15,15,NA,17264,NIH,T32EB001628,National Institutes of Health,0,FALSE,all,All Open Access,473,0730725X,44-56,34666161,Diffusion MRI | Reproducibility | Segmentation | Tractography | White matter,S0730725X21001843
true,https://api.elsevier.com/content/abstract/scopus_id/85117612860,SCOPUS_ID:85117612860,2-s2.0-85117612860,Cerebral aggregate g-ratio mapping using magnetic resonance relaxometry and diffusion tensor imaging to investigate sex and age-related differences in white matter microstructure,Cortina L.E.,Magnetic Resonance Imaging,18735894,85,NA,2022-01-01,January 2022,10.1016/j.mri.2021.10.019,"Axonal demyelination is a cardinal feature of aging and age-related diseases. The g-ratio, mathematically defined as the inner-to-outer diameter of a myelinated axon, is used as a structural index of optimal axonal myelination and has been shown to represent a sensitive imaging biomarker of microstructural integrity. Several magnetic resonance imaging (MRI) methods for whole-brain mapping of aggregate g-ratio have been introduced. Computation of the aggerate g-ratio requires estimates of the myelin volume fraction (MVF) and the axonal volume fraction (AVF). While accurate determinations of MVF and AVF can be obtained through multicomponent relaxometry or diffusion analyses, respectively, these methods require lengthy acquisition times making their implementation challenging in a clinical context. Therefore, any attempt to overcome this drawback is needed. Expanding on our previous work, we introduced a new MRI method for whole-brain mapping of aggregate g-ratio. This new approach is based on the use of a single-shell diffusion for AVF determination, reducing the acquisition time by approximately ~10 min from our recently introduced approach, while offering the possibility to investigate g-ratio differences in previous studies with existing data for MVF mapping and single-shell diffusion data for AVF mapping. Our comparison analysis indicates that our newly derived aggregate g-ratio values were similar to those derived from our previous method, which requires a longer acquisition time. Further, in agreement with our previous observations, we found quadratic U-shaped relationships between aggregate g-ratio and age in this much larger study cohort. However, our results show that sexual dimorphism in g-ratio was not significant in any brain region investigated.",8,Journal,ar,Article,100,7,7,NA,17264,NIH,ZIAAG000353,National Institutes of Health,0,FALSE,all,All Open Access,474,0730725X,87-92,34678436,Aging | DTI | G-ratio | MRI,S0730725X21001867
true,https://api.elsevier.com/content/abstract/scopus_id/85117562619,SCOPUS_ID:85117562619,2-s2.0-85117562619,Can we make drug discovery targeting fundamental mechanisms of aging a reality?,Le Couteur D.G.,Expert Opinion on Drug Discovery,1746045X,17,2,2022-01-01,2022,10.1080/17460441.2022.1993818,NA,7,Journal,ed,Editorial,100,3,3,NA,6800153101,NIA,AG040178,National Institute on Aging,0,FALSE,NA,NA,475,17460441,97-100,34678116,NA,NA
