@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85093692769,SCOPUS_ID:85093692769,2-s2.0-85093692769,Association between histone deacetylase activity and vitamin D-dependent gene expressions in relation to sulforaphane in human colorectal cancer cells,Hossain S.,Journal of the Science of Food and Agriculture,00225142,10970010,101,5,1833-1843,2021-03-30,30 March 2021,10.1002/jsfa.10797,"BACKGROUND: It is relatively unknown as to how dietary bioactive compound sulforaphane (SFN) and vitamin D regulate gene expression in colorectal cancer. We hypothesized that a combination of SFN with vitamin D would prove beneficial in colorectal cancer. A combinatorial chemo-preventive strategy was employed to investigate the impact of SFN on chromatin remodeling in colorectal carcinoma. To understand the epigenetics-mediated changes in gene expression in response to SFN and vitamin D, Caco-2 cells were exposed for 24 h to vitamin D (100 nmol L−1) either alone or in combination with SFN and trichostatin A (20 and 1 μmol L−1, respectively) at 70% confluency (proliferating) and after 13 days post-confluency (fully differentiated). Changes to VDR, CYP24A1, CYP27B1 and TRPV6 gene expressions were quantified using real-time PCR-based assays. Histone deacetylase (HDAC) inhibitor activity was assessed using HDAC I/II assay that measured global changes in acetylation status. RESULTS: In differentiated Caco-2 cells, none of the genes had significant changes from D alone group. D + SFN (P = 0.99) demonstrated an opposing effect from D alone and decreased VDR expression. However, in proliferating Caco-2 cells, D + SFN (P < 0.04) increased VDR expression and decreased CYP27B1 (P < 0.01) more than D alone (P = 0.38 and 0.07, respectively). Although statistically significant, D + SFN (P = 0.01) effect on HDAC inhibitor activity was less than trichostatin A alone group (P < 0.0004) or SFN alone group (P < 0.0014). CONCLUSIONS: The data suggest that colon cancer cells respond to dietary components differently under different conditions. The effect of vitamin D and SFN is selective and gene-specific in the complex multistep process of colorectal carcinogenesis in vitro. © 2020 Society of Chemical Industry.",7,32964464,Journal,ar,Article,100,3,3,33928,USDA,MAS 00992,U.S. Department of Agriculture,0,FALSE,NA,NA,327,"HAT, histone acetyltransferase | HDAC, histone deacetylase | SFN, sulforaphane | TSA, trichostatin A | vitamin D 3",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85104018878,SCOPUS_ID:85104018878,2-s2.0-85104018878,Repurposing Immunomodulatory Imide Drugs (IMiDs) in Neuropsychiatric and Neurodegenerative Disorders,Jung Y.J.,Frontiers in Neuroscience,16624548,1662453X,15,NA,NA,2021-03-29,29 March 2021,10.3389/fnins.2021.656921,"Neuroinflammation represents a common trait in the pathology and progression of the major psychiatric and neurodegenerative disorders. Neuropsychiatric disorders have emerged as a global crisis, affecting 1 in 4 people, while neurological disorders are the second leading cause of death in the elderly population worldwide (WHO, 2001; GBD 2016 Neurology Collaborators, 2019). However, there remains an immense deficit in availability of effective drug treatments for most neurological disorders. In fact, for disorders such as depression, placebos and behavioral therapies have equal effectiveness as antidepressants. For neurodegenerative diseases such as Parkinson’s disease and Alzheimer’s disease, drugs that can prevent, slow, or cure the disease have yet to be found. Several non-traditional avenues of drug target identification have emerged with ongoing neurological disease research to meet the need for novel and efficacious treatments. Of these novel avenues is that of neuroinflammation, which has been found to be involved in the progression and pathology of many of the leading neurological disorders. Neuroinflammation is characterized by glial inflammatory factors in certain stages of neurological disorders. Although the meta-analyses have provided evidence of genetic/proteomic upregulation of inflammatory factors in certain stages of neurological disorders. Although the mechanisms underpinning the connections between neuroinflammation and neurological disorders are unclear, and meta-analysis results have shown high sensitivity to factors such as disorder severity and sample type, there is significant evidence of neuroinflammation associations across neurological disorders. In this review, we summarize the role of neuroinflammation in psychiatric disorders such as major depressive disorder, generalized anxiety disorder, post-traumatic stress disorder, and bipolar disorder, as well as in neurodegenerative disorders, such as Parkinson’s disease and Alzheimer’s disease, and introduce current research on the potential of immunomodulatory imide drugs (IMiDs) as a new treatment strategy for these disorders.",20,NA,Journal,re,Review,100,8,8,21100199812,NIH,S2782046,National Institutes of Health,1,TRUE,all,All Open Access,328,IMiDs ® | neurodegenarative diseases | neuroinflammation | neuropsychaitric disorders | pomalidomide | thalidomide,656921,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85103873770,SCOPUS_ID:85103873770,2-s2.0-85103873770,Clinical Variability of SYNJ1-Associated Early-Onset Parkinsonism,Lesage S.,Frontiers in Neurology,NA,16642295,12,NA,NA,2021-03-25,25 March 2021,10.3389/fneur.2021.648457,"Autosomal recessive early-onset parkinsonism is clinically and genetically heterogeneous. Mutations of three genes, PRKN, PINK1, and DJ-1 cause pure phenotypes usually characterized by levodopa-responsive Parkinson's disease. By contrast, mutations of other genes, including ATP13A2, PLA2G6, FBXO7, DNAJC6, SYNJ1, VPS13C, and PTRHD1, cause rarer, more severe diseases with a poor response to levodopa, generally with additional atypical features. We performed data mining on a gene panel or whole-exome sequencing in 460 index cases with early-onset (≤ 40 years) Parkinson's disease, including 57 with autosomal recessive disease and 403 isolated cases. We identified two isolated cases carrying biallelic mutations of SYNJ1 (double-heterozygous p.D791fs/p.Y232H and homozygous p. Y832C mutations) and two siblings with the recurrent homozygous p.R258Q mutation. All four variants were absent or rare in the Genome Aggregation Database, were predicted to be deleterious on in silico analysis and were found to be highly conserved between species. The patient with both the previously unknown p.D791fs and p.Y232H mutations presented with dystonia-parkinsonism accompanied by a frontal syndrome and oculomotor disturbances at the age of 39. In addition, two siblings from an Algerian consanguineous family carried the homozygous p.R258Q mutation and presented generalized tonic-clonic seizures during childhood, with severe intellectual disability, followed by progressive parkinsonism during their teens. By contrast, the isolated patient with the homozygous p. Y832C mutation, diagnosed at the age of 20, had typical parkinsonism, with no atypical symptoms and slow disease progression. Our findings expand the mutational spectrum and phenotypic profile of SYNJ1-related parkinsonism.",18,NA,Journal,ar,Article,100,10,10,21100212316,NIH,AFP-FRC-R16058DD,National Institutes of Health,1,TRUE,all,All Open Access,329,atypical Parkinson's disease | autosomal recessive inheritance | early-onset parkinsonism | Parkinson's disease | SYNJ1,648457,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85103474118,SCOPUS_ID:85103474118,2-s2.0-85103474118,Tumor Necrosis Factor Inhibition and Parkinson Disease: A Mendelian Randomization Study,Kang X.,Neurology,00283878,1526632X,96,12,E1672-E1679,2021-03-23,23 March 2021,10.1212/WNL.0000000000011630,"Objective: To evaluate the effects of long-term tumor necrosis factor (TNF) inhibition on the risk and age at onset of Parkinson disease (PD), we performed a 2-sample Mendelian randomization study using genome-wide association studies (GWAS) summary statistics. Methods: Genetic variants in the vicinity of TNFRSF1A, the gene encoding TNF receptor 1 (TNFR1), were identified as predictive of pharmacologic blockade of TNFR1 signaling by anti-TNF therapy, based on genetic associations with lower circulating C-reactive protein (CRP; GWAS n = 204,402). The effects of TNF-TNFR1 inhibition were estimated for PD risk (ncases/controls = 37,688/981,372) and age at PD onset (n = 28,568) using GWAS data from the International Parkinson's Disease Genomics Consortium and 23andMe, Inc. To validate variants as proxies of long-term anti-TNF treatment, we also assessed whether variant associations reflected anticipated effects of TNFR1 inhibition on Crohn disease, ulcerative colitis, and multiple sclerosis risk (n = 38,589-45,975). Results: TNF-TNFR1 signaling inhibition was not estimated to affect PD risk (odds ratio [OR] per 10% lower circulating CRP = 0.99; 95% confidence interval [CI] 0.91-1.08) or age at onset (0.13 years later onset; 95% CI -0.66 to 0.92). In contrast, genetically indexed TNF-TNFR1 signaling blockade predicted reduced risk of Crohn disease (OR 0.75; 95% CI 0.65-0.86) and ulcerative colitis (OR 0.84; 95% CI 0.74-0.97) and increased multiple sclerosis risk (OR 1.57; 95% CI 1.36-1.81). Findings were consistent across models using different genetic instruments and Mendelian randomization estimators. Conclusion: sOur findings do not imply that TNF-TNFR1 signaling inhibition will prevent or delay PD onset.",26,33608417,Journal,ar,Article,100,7,7,17952,VR,2017-02175,AbbVie,1,TRUE,all,All Open Access,330,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85103228894,SCOPUS_ID:85103228894,2-s2.0-85103228894,HuB and HuD repress telomerase activity by dissociating HuR from TERC,Cheng X.,Nucleic Acids Research,03051048,13624962,49,5,2848-2858,2021-03-18,18 March 2021,10.1093/nar/gkab062,"The ubiquitous RNA-binding protein HuR (ELAVL1) promotes telomerase activity by associating with the telomerase noncoding RNA TERC. However, the role of the neural-specific members HuB, HuC, and HuD (ELAVL2-4) in telomerase activity is unknown. Here, we report that HuB and HuD, but not HuC, repress telomerase activity in human neuroblastoma cells. By associating with AU-rich sequences in TERC, HuB and HuD repressed the assembly of the TERT-TERC core complex. Furthermore, HuB and HuD competed with HuR for binding to TERC and antagonized the function of HuR that was previously shown to enhance telomerase activity to promote cell growth. Our findings reveal a novel mechanism controlling telomerase activity in human neuroblastoma cells that involves a competition between HuR and the related, neural-specific proteins HuB and HuD.",12,33589924,Journal,ar,Article,100,13,13,14204,NIA,ZIAAG000511,National Institute on Aging,1,TRUE,all,All Open Access,331,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85103228727,SCOPUS_ID:85103228727,2-s2.0-85103228727,Current and emerging roles of Cockayne syndrome group B (CSB) protein,Tiwari V.,Nucleic Acids Research,03051048,13624962,49,5,2418-2434,2021-03-18,18 March 2021,10.1093/nar/gkab085,"Cockayne syndrome (CS) is a segmental premature aging syndrome caused primarily by defects in the CSA or CSB genes. In addition to premature aging, CS patients typically exhibit microcephaly, progressive mental and sensorial retardation and cutaneous photosensitivity. Defects in the CSB gene were initially thought to primarily impair transcription-coupled nucleotide excision repair (TC-NER), predicting a relatively consistent phenotype among CS patients. In contrast, the phenotypes of CS patients are pleiotropic and variable. The latter is consistent with recent work that implicates CSB in multiple cellular systems and pathways, including DNA base excision repair, interstrand cross-link repair, transcription, chromatin remodeling, RNAPII processing, nucleolin regulation, rDNA transcription, redox homeostasis, and mitochondrial function. The discovery of additional functions for CSB could potentially explain the many clinical phenotypes of CSB patients. This review focuses on the diverse roles played by CSB in cellular pathways that enhance genome stability, providing insight into the molecular features of this complex premature aging disease.",44,33590097,Journal,re,Review,100,4,4,14204,NIA,ZIAAG000722,National Institute on Aging,1,TRUE,all,All Open Access,332,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102350487,SCOPUS_ID:85102350487,2-s2.0-85102350487,Reply to Roemer and Guermazi: Early biochemical changes on MRI can predict risk of symptomatic progression,Kundu S.,Proceedings of the National Academy of Sciences of the United States of America,00278424,10916490,118,11,NA,2021-03-16,16 March 2021,10.1073/pnas.2024679118,NA,0,33836609,Journal,le,Letter,100,9,9,21121,NA,undefined,NA,1,TRUE,all,All Open Access,333,NA,e2024679118,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85106106479,SCOPUS_ID:85106106479,2-s2.0-85106106479,Identification of LRRK2 missense variants in the accelerating medicines partnership Parkinson's disease cohort,Bryant N.,Human Molecular Genetics,09646906,14602083,30,6,454-466,2021-03-15,15 March 2021,10.1093/hmg/ddab058,"Pathogenic missense variants in the leucine-rich repeat kinase 2 (LRRK2) gene have been identified through linkage analysis in familial Parkinson disease (PD). Subsequently, other missense variants with lower effect sizes on PD risk have emerged, as well as non-coding polymorphisms (e.g. rs76904798) enriched in PD cases in genome-wide association studies. Here we leverage recent whole-genome sequences from the Accelerating Medicines Partnership-Parkinson's Disease (AMP-PD) and the Genome Aggregation (gnomAD) databases to characterize novel missense variants in LRRK2 and explore their relationships with known pathogenic and PD-linked missense variants. Using a computational prediction tool that successfully classifies known pathogenic LRRK2 missense variants, we describe an online web-based resource that catalogs characteristics of over 1200 LRRK2 missense variants of unknown significance. Novel high-pathogenicity scoring variants, some identified exclusively in PD cases, tightly cluster within the ROC-COR-Kinase domains. Structure-function predictions support that some of these variants exert gain-of-function effects with respect to LRRK2 kinase activity. In AMP-PD participants, all p.R1441G carriers (N = 89) are also carriers of the more common PD-linked variant p.M1646T. In addition, nearly all carriers of the PD-linked p.N2081D missense variant are also carriers of the LRRK2 PD-risk variant rs76904798. These results provide a compendium of LRRK2 missense variants and how they associate with one another. While the pathogenic p.G2019S variant is by far the most frequent high-pathogenicity scoring variant, our results suggest that ultra-rare missense variants may have an important cumulative impact in increasing the number of individuals with LRRK2-linked PD.",22,33640967,Journal,ar,Article,100,6,6,22266,NINDS,P50NS108675,National Institute of Neurological Disorders and Stroke,1,TRUE,all,All Open Access,334,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85101293096,SCOPUS_ID:85101293096,2-s2.0-85101293096,Self-assembly of multi-component mitochondrial nucleoids via phase separation,Feric M.,EMBO Journal,02614189,14602075,40,6,NA,2021-03-15,15 March 2021,10.15252/embj.2020107165,"Mitochondria contain an autonomous and spatially segregated genome. The organizational unit of their genome is the nucleoid, which consists of mitochondrial DNA (mtDNA) and associated architectural proteins. Here, we show that phase separation is the primary physical mechanism for assembly and size control of the mitochondrial nucleoid (mt-nucleoid). The major mtDNA-binding protein TFAM spontaneously phase separates in vitro via weak, multivalent interactions into droplets with slow internal dynamics. TFAM and mtDNA form heterogenous, viscoelastic structures in vitro, which recapitulate the dynamics and behavior of mt-nucleoids in vivo. Mt-nucleoids coalesce into larger droplets in response to various forms of cellular stress, as evidenced by the enlarged and transcriptionally active nucleoids in mitochondria from patients with the premature aging disorder Hutchinson-Gilford Progeria Syndrome (HGPS). Our results point to phase separation as an evolutionarily conserved mechanism of genome organization.",39,33619770,Journal,ar,Article,100,6,6,17435,NIH,AG000727,National Institutes of Health,1,TRUE,all,All Open Access,335,biomolecular condensate | genome organization | mitochondrial genome | phase separation | TFAM,e107165,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85107906673,SCOPUS_ID:85107906673,2-s2.0-85107906673,Identifying Biomarkers for Biological Age: Geroscience and the ICFSR Task Force,Lebrasseur N.K.,Journal of Frailty and Aging,22601341,22734309,10,3,196-201,2021-03-01,March 2021,10.14283/jfa.2021.5,"The International Conference on Frailty and Sarcopenia Research Task Force met in March 2020, in the shadow of the COVID-19 pandemic, to discuss strategies for advancing the interdisciplinary field of geroscience. Geroscience explores biological mechanisms of aging as targets for intervention that may delay the physiological consequences of aging, maintain function, and prevent frailty and disability. Priorities for clinical practice and research include identifying and validating a range of biomarkers of the hallmarks of aging. Potential biomarkers discussed included markers of mitochondrial dysfunction, proteostasis, stem cell dysfunction, nutrient sensing, genomic instability, telomere dysfunction, cellular senescence, and epigenetic changes. The FRAILOMICS initiative is exploring many of these through various omics studies. Translating this knowledge into new therapies is being addressed by the U.S. National Institute on Aging Translational Gerontology Branch. Research gaps identified by the Task Force include the need for improved cellular and animal models as well as more reliable and sensitive measures.",33,34105701,Journal,ar,Article,100,7,7,21100464638,NIH,AG055529,National Institutes of Health,1,TRUE,all,All Open Access,336,Aging | frailty | hallmarks of aging | resilience | translational research,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85106143662,SCOPUS_ID:85106143662,2-s2.0-85106143662,Genome-wide association study of circulating interleukin 6 levels identifies novel loci,Ahluwalia T.S.,Human Molecular Genetics,09646906,14602083,30,5,393-409,2021-03-01,1 March 2021,10.1093/hmg/ddab023,"Interleukin 6 (IL-6) is a multifunctional cytokine with both pro-A nd anti-inflammatory properties with a heritability estimate of up to 61%. The circulating levels of IL-6 in blood have been associated with an increased risk of complex disease pathogenesis. We conducted a two-staged, discovery and replication meta genome-wide association study (GWAS) of circulating serum IL-6 levels comprising up to 67 428 (ndiscovery = 52 654 and nreplication = 14 774) individuals of European ancestry. The inverse variance fixed effects based discovery meta-analysis, followed by replication led to the identification of two independent loci, IL1F10/IL1RN rs6734238 on chromosome (Chr) 2q14, (Pcombined = 1.8 × 10-11), HLA-DRB1/DRB5 rs660895 on Chr6p21 (Pcombined = 1.5 × 10-10) in the combined meta-analyses of all samples. We also replicated the IL6R rs4537545 locus on Chr1q21 (Pcombined = 1.2 × 10-122). Our study identifies novel loci for circulating IL-6 levels uncovering new immunological and inflammatory pathways that may influence IL-6 pathobiology.",34,33517400,Journal,ar,Article,100,126,100,22266,NHLBI,R01HL120393,"National Heart, Lung, and Blood Institute",1,TRUE,all,All Open Access,337,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102908961,SCOPUS_ID:85102908961,2-s2.0-85102908961,"Serum FSH Is Associated with BMD, Bone Marrow Adiposity, and Body Composition in the AGES-Reykjavik Study of Older Adults",Veldhuis-Vlug A.G.,Journal of Clinical Endocrinology and Metabolism,0021972X,19457197,106,3,E1156-E1169,2021-03-01,1 March 2021,10.1210/clinem/dgaa922,"Context: Follicle-stimulating hormone (FSH) concentrations increase during the perimenopausal transition and remain high after menopause. Loss of bone mineral density (BMD) and gain of bone marrow adiposity (BMA) and body fat mass also occur during this time. In mice, blocking the action of FSH increases bone mass and decreases fat mass. Objective: To investigate the associations between endogenous FSH levels and BMD, BMA, and body composition in older adults, independent of estradiol and testosterone levels. Design, Setting, and Participants: Older adults from the AGES-Reykjavik Study, an observational cohort study. Main Outcome Measures: Areal BMD, total body fat, and lean mass were measured with dual-energy x-ray absorptiometry. Lumbar vertebral BMA was measured by 1H-magnetic resonance spectroscopy. Volumetric BMD and visceral and subcutaneous adipose tissue (VAT, SAT) areas were measured with quantitative computed tomography. The least squares means procedure was used to determine sex hormone-adjusted associations between quartiles of serum FSH and BMD, BMA, and body composition. Results: In women (N = 238, mean age 81 years), those in the highest FSH quartile, compared with the lowest quartile, had lower adjusted mean spine integral BMD (-8.6%), lower spine compressive strength index (-34.8%), higher BMA (+8.4%), lower weight (-8.4%), lower VAT (-17.6%), lower lean mass (-6.1%), and lower fat mass (-11.9%) (all P < 0.05). In men, FSH level was not associated with any outcome. Conclusions: Older postmenopausal women with higher FSH levels have higher BMA, but lower BMD and lower fat and lean mass, independent of estradiol and testosterone levels. Longitudinal studies are needed to better understand the underlying mechanisms.",30,33326040,Journal,ar,Article,100,18,18,26159,NIA,N01AG012100,National Institute on Aging,1,TRUE,all,All Open Access,338,adiposity | aging | body composition | bone | bone marrow adiposity | follicle-stimulating hormone (FSH),NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102394625,SCOPUS_ID:85102394625,2-s2.0-85102394625,Beyond chronological age: Frailty and multimorbidity predict in-hospital mortality in patients with coronavirus disease 2019,Marengoni A.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,76,3,E38-E45,2021-03-01,1 March 2021,10.1093/gerona/glaa291,"Background: We evaluated whether frailty and multimorbidity predict in-hospital mortality in patients with COVID-19 beyond chronological age. Method: A total of 165 patients admitted from March 8th to April 17th, 2020, with COVID-19 in an acute geriatric ward in Italy were included. Predisease frailty was assessed with the Clinical Frailty Scale (CFS). Multimorbidity was defined as the co-occurrence of ≥2 diseases in the same patient. The hazard ratio (HR) of in-hospital mortality as a function of CFS score and number of chronic diseases in the whole population and in those aged 70+ years were calculated. Results: Among the 165 patients, 112 were discharged, 11 were transferred to intensive care units, and 42 died. Patients who died were older (81.0 vs 65.2 years, p <. 001), more frequently multimorbid (97.6 vs 52.8%; p <. 001), and more likely frail (37.5 vs 4.1%; p <. 001). Less than 2.0% of patients without multimorbidity and frailty, 28% of those with multimorbidity only, and 75% of those with both multimorbidity and frailty died. Each unitary increment in the CFS was associated with a higher risk of in-hospital death in the whole sample (HR = 1.3; 95% CI = 1.05-1.62) and in patients aged 70+ years (HR = 1.29; 95% CI = 1.04-1.62), whereas the number of chronic diseases was not significantly associated with higher risk of death. The CFS addition to age and sex increased mortality prediction by 9.4% in those aged 70+ years. Conclusions: Frailty identifies patients with COVID-19 at risk of in-hospital death independently of age. Multimorbidity contributes to prognosis because of the very low probability of death in its absence.",74,33216846,Journal,ar,Article,100,14,14,29559,NIH,ZIAAG000971,National Institutes of Health,1,TRUE,all,All Open Access,339,Covid-19 | Frailty | In-hospital mortality | Multimorbidity,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102322231,SCOPUS_ID:85102322231,2-s2.0-85102322231,"Association of mitochondrial function, substrate utilization, and anaerobic metabolism with age-related perceived fatigability",Liu F.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,76,3,426-433,2021-03-01,1 March 2021,10.1093/gerona/glaa201,"Previous work has shown that poorer mitochondrial function is associated with age-related perceived fatigability. However, whether glucose oxidation and anaerobic metabolism are intermediate factors underlying this association remains unclear. We examined the total cross-sectional association between mitochondrial function and perceived fatigability in 554 adults aged 22-99 years. Mitochondrial function was assessed by skeletal muscle oxidative capacity (kPCr) using 31P magnetic resonance spectroscopy. Perceived fatigability was measured by rating of perceived exertion after a 5-minute (0.67 m/s) treadmill walk. The intermediate role of glucose oxidation (measured by the rate of change of respiratory exchange ratio [RER change rate] during the 5-minute treadmill walk) and anaerobic metabolism (measured by ventilatory threshold [VeT] during a maximal treadmill test) was evaluated by examining their cross-sectional associations with kPCr and perceived exertion. For each 0.01/s lower kPCr, perceived fatigability was 0.47 points higher (p =. 002). A 0.01/s lower kPCr was also associated with 8.3 L/min lower VeT (p <. 001). Lower VeT was associated with higher fatigability at lower levels of kPCr but not at higher kPCr levels (β for interaction = 0.017, p =. 002). kPCr and RER change rate were not significantly associated (p =. 341), but a 0.01/min higher RER change rate was associated with 0.12-point higher fatigability (p =. 001). Poorer mitochondrial function potentially contributes to higher perceived fatigability through higher glucose oxidation and higher anaerobic metabolism. Future studies to further explore the longitudinal mechanisms between these metabolic changes and fatigability are warranted.",13,32803242,Journal,ar,Article,100,7,7,29559,NIA,P30AG021334,National Institute on Aging,1,TRUE,all,All Open Access,340,Fatigue | Metabolism | Mitochondria | Respiratory exchange ratio | Ventilatory threshold,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102321942,SCOPUS_ID:85102321942,2-s2.0-85102321942,Dietary pattern trajectories in middle age and physical function in older age,Talegawkar S.A.,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,10795006,1758535X,76,3,513-519,2021-03-01,1 March 2021,10.1093/gerona/glaa287,"Background: Increasingly, lifestyle factors in midlife are reported to impact health and functional status in old age. This work examines associations between dietary trajectories in middle age and subsequent impairments in physical function. Method: Data are from 851 participants (61% men, mean age at first dietary assessment = 47 years, range 30-59 years) from the Baltimore Longitudinal Study of Aging. We used latent class analysis to derive dietary trajectories based on adherence to the Alternative Healthy Eating Index-2010 (AHEI), and further classified them based on tertiles, as poor (score <39.3), intermediate (39.3-48.9), or good (>48.9). Physical function was assessed with the Short Physical Performance Battery (SPPB). Random effects tobit regression models were used to examine associations between dietary trajectories and later physical function. Results: Two latent classes of AHEI scores were generated and labeled ""greatly improved""or ""moderately improved.""In the greatly improved class, participants showed a trend in overall AHEI score from poor/intermediate to good diet categories across dietary assessments with age, over time. In the moderately improved class, the overall AHEI score shifted from poor to intermediate diet categories over time, and the prevalence of the good diet category remained low. Mean AHEI score between ages 30 and 59 years was higher in the greatly, than moderately, improved class. The moderately improved class had 1.6 points lower SPPB score (indicating poorer physical function) at older age than the greatly improved class (p =. 022). Conclusions: Findings suggest that improving diet quality in middle age may contribute to better physical function in older age.",21,33216872,Journal,ar,Article,100,7,7,29559,NIA,R01AG051752,National Institute on Aging,0,FALSE,all,All Open Access,341,Alternative healthy eating index | Baltimore longitudinal study of aging | Diet trajectory | Physical performance | Short physical performance battery,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102306219,SCOPUS_ID:85102306219,2-s2.0-85102306219,Advancing personalized medicine in common forms of parkinson’s disease through genetics: Current therapeutics and the future of individualized management,Reed X.,Journal of Personalized Medicine,NA,20754426,11,3,1-12,2021-03-01,March 2021,10.3390/jpm11030169,"Parkinson’s disease (PD) is a condition with heterogeneous clinical manifestations that vary in age at onset, rate of progression, disease course, severity, motor and non-motor symptoms, and a variable response to antiparkinsonian drugs. It is considered that there are multiple PD etiological subtypes, some of which could be predicted by genetics. The characterization and prediction of these distinct molecular entities provides a growing opportunity to use individualized management and personalized therapies. Dissecting the genetic architecture of PD is a critical step in identifying therapeutic targets, and genetics represents a step forward to sub-categorize and predict PD risk and progression. A better understanding and separation of genetic subtypes has immediate implications in clinical trial design by unraveling the different flavors of clinical presentation and development. Personalized medicine is a nascent area of research and represents a paramount chal-lenge in the treatment and cure of PD. This manuscript summarizes the current state of precision medicine in the PD field and discusses how genetics has become the engine to gain insights into disease during our constant effort to develop potential etiological based interventions.",6,NA,Journal,re,Review,100,4,4,21100777379,NIA,Z01-AG000949-02,National Institute on Aging,1,TRUE,all,All Open Access,342,Clinical trials | Genetics | Parkinson’s disease | Precision medicine,169,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102297636,SCOPUS_ID:85102297636,2-s2.0-85102297636,"Special issue: Dna helicases: Mechanisms, biological pathways, and disease relevance",Brosh R.M.,Genes,NA,20734425,12,3,1-4,2021-03-01,March 2021,10.3390/genes12030356,NA,3,33804438,Journal,ed,Editorial,100,1,1,19700188368,NIH,ZIAAG000741,National Institutes of Health,1,TRUE,all,All Open Access,343,Aging | Cancer | DNA repair | DNA structure | Genetic disease | Genomic stability | Helicase | Recombination | Replication | Transcription,356,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85102211744,SCOPUS_ID:85102211744,2-s2.0-85102211744,"Hearing Loss, Hearing Aid Use, and Depressive Symptoms in Older Adults - Findings from the Atherosclerosis Risk in Communities Neurocognitive Study (ARIC-NCS)",Shukla A.,Journals of Gerontology - Series B Psychological Sciences and Social Sciences,10795014,NA,76,3,518-523,2021-03-01,1 March 2021,10.1093/geronb/gbz128,"Objectives: Investigate the cross-sectional association between hearing loss (HL), hearing aid use, and depressive symptoms in community-dwelling older adults. Method: The analytic sample consisted of 3,188 participants (age range 71-94 years) in the Atherosclerosis Risk in Communities Neurocognitive Study (ARIC-NCS). Multivariable logistic regression was used to evaluate the association of audiometric hearing status and self-reported hearing aid use with depressive symptoms (11-item Center for Epidemiologic Studies Depression scale). Results: 4.6% of participants had depressive symptoms. Forty percent had mild HL and 27% had moderate or greater HL. In multivariable-adjusted models, mild HL was associated with 1.90 times higher odds (95% confidence interval [CI] 1.20-3.01) and moderate or greater HL with 2.42 times higher odds (95% CI 1.44-4.07) of depressive symptoms compared to normal hearing. Each 10dB increase in HL was associated with 1.30 higher odds of depressive symptoms (95% CI 1.14-1.49). Hearing aid use was not associated with depressive symptoms among those with mild (odds ratio [OR] 0.94, 95% CI 0.35-2.54) or moderate or greater (OR 1.12, 95% CI 0.60-2.11) HL. Discussion: Older adults with HL have higher odds of depressive symptoms compared to adults with normal hearing. Future studies are needed to assess whether hearing care is protective against depressive symptoms in older adults.",36,31628485,Journal,ar,Article,100,6,6,29561,NIDCD,R33DC015062,National Institute on Deafness and Other Communication Disorders,0,FALSE,all,All Open Access,344,Depression | Epidemiology | Mental health | Sensory/Sensorimotor Processes,NA,NA
