@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/85135623472,SCOPUS_ID:85135623472,2-s2.0-85135623472,Recommendations to address key recruitment challenges of Alzheimer's disease clinical trials,Langbaum J.B.,Alzheimer's and Dementia,15525279,19,2,2023-02-01,February 2023,10.1002/alz.12737,NA,"Clinical trials for Alzheimer's disease (AD) are slower to enroll study participants, take longer to complete, and are more expensive than trials in most other therapeutic areas. The recruitment and retention of a large number of qualified, diverse volunteers to participate in clinical research studies remain among the key barriers to the successful completion of AD clinical trials. An advisory panel of experts from academia, patient-advocacy organizations, philanthropy, non-profit, government, and industry convened in 2020 to assess the critical challenges facing recruitment in Alzheimer's clinical trials and develop a set of recommendations to overcome them. This paper briefly reviews existing challenges in AD clinical research and discusses the feasibility and implications of the panel's recommendations for actionable and inclusive solutions to accelerate the development of novel therapies for AD.",51,Journal,ar,Article,100,24,24,Alzheimer's disease | clinical trials | diversity in clinical trials | recruitment | retention | trial participation,NA,3600148102,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,351,15525260,696-707,35946590
true,https://api.elsevier.com/content/abstract/scopus_id/85133433831,SCOPUS_ID:85133433831,2-s2.0-85133433831,Changes in cAMP signaling are associated with age-related downregulation of spontaneously beating atrial tissue energetic indices,Kirschner Peretz N.,GeroScience,25092723,45,1,2023-02-01,February 2023,10.1007/s11357-022-00609-0,NA,"The prevalence of atria-related diseases increases exponentially with age and is associated with ATP supply-to-demand imbalances. Because evidence suggests that cAMP regulates ATP supply-to-demand, we explored aged-associated alterations in atrial ATP supply-to-demand balance and its correlation with cAMP levels. Right atrial tissues driven by spontaneous sinoatrial node impulses were isolated from aged (22–26 months) and adult (3–4 months) C57/BL6 mice. ATP demand increased by addition of isoproterenol or 3-Isobutyl-1-methylxanthine (IBMX) and decreased by application of carbachol. Each drug was administrated at the dose that led to a maximal change in beating rate (Xmax) and to 50% of that maximal change in adult tissue (X50). cAMP, NADH, NAD + NADH, and ATP levels were measured in the same tissue. The tight correlation between cAMP levels and the beating rate (i.e., the ATP demand) demonstrated in adult atria was altered in aged atria. cAMP levels were lower in aged compared to adult atrial tissue exposed to X50 of ISO or IBMX, but this difference narrowed at Xmax. Neither ATP nor NADH levels correlated with ATP demand in either adult or aged atria. Baseline NADH levels were lower in aged as compared to adult atria, but were restored by drug perturbations that increased cAMP levels. Reduction in Ca2+-activated adenylyl cyclase-induced decreased cAMP and prolongation of the spontaneous beat interval of adult atrial tissue to their baseline levels in aged tissue, brought energetics indices to baseline levels in aged tissue. Thus, cAMP regulates right atrial ATP supply-to-demand matching and can restore age-associated ATP supply-to-demand imbalance.",3,Journal,ar,Article,100,9,9,Aging | Beating rate | cAMP | Energetics | Mitochondria,NA,21100805354,NIH,330/19,National Institutes of Health,0,FALSE,all,All Open Access,352,25092715,209-219,35790659
true,https://api.elsevier.com/content/abstract/scopus_id/85129460975,SCOPUS_ID:85129460975,2-s2.0-85129460975,Canonical insulin signaling is not significantly impaired in early stages of depression,Singh D.,European Archives of Psychiatry and Clinical Neuroscience,14338491,273,1,2023-02-01,February 2023,10.1007/s00406-022-01412-w,NA,"Patients with major depression (MD) are at high-risk for insulin resistance (IR), type-2 diabetes, metabolic syndrome, cardiovascular morbidity and mortality. However, our recent study published in this journal [Eur Arch Psychiatry Clin Neurosci. 2019 Jun;269(4):373–377], found no evidence of IR in acutely-ill drug-naive first-episode MD (FEMD) using the homeostatic model assessment of insulin resistance (HOMA-IR). We concluded, that MD may be related to impaired glucose/insulin homeostasis in the long-term but not in early disease stages. Now, we performed a complementary analysis of the canonical insulin signalling pathway containing the set of control and FEMD samples from the study mentioned above. The first node (pS312-IRS-1, pY-IRS-1) and downstream pathway which affects glucose and lipid homeostasis (phosphorylated proteins: pS473-AKT, pS9-GSK3β, pS2448-mTOR, pT389-p70S6K; total proteins AKT, GSK3β, mTOR, p70S6K) were analyzed by electrochemiluminescence (ECL) in neuronal extracellular vesicles (nEVs) enriched for L1 neural cell adhesion molecule (L1CAM) expression. No significant diagnosis-related differences were observed for the pS312-IRS-1 / pYIRS-1 ratio (P = 0.093), but the mean ratio was reduced by ~ 70% in FEMD versus controls. Moreover, omnibus analysis of downstream phosphorylated / total signaling protein ratios and respective post-hoc analyses revealed no significant changes in FEMD patients versus controls (P = 0.734). HAMD-21 scores were not correlated with pS312-IRS-1 / pY-IRS-1 or downstream phosphorylated/total signaling protein ratios. In summary, we did not find evidence for altered neuronal insulin signaling in early disease stages of MD. This is in contrast to schizophrenia, where we and other researchers have seen evidence of IR in first-episode patients.",5,Journal,ar,Article,100,4,4,AKT | Exosomes | GSK3β | Insulin | IRS-1 | Major depression | Molecular biology | mTOR | p70S6K | Psychosis | Serine-threonine kinases,NA,15546,NIH,undefined,National Institutes of Health,0,FALSE,all,All Open Access,353,09401334,283-286,35524821
true,https://api.elsevier.com/content/abstract/scopus_id/85147437249,SCOPUS_ID:85147437249,2-s2.0-85147437249,Transcription factor TFII-I fine tunes innate properties of B lymphocytes,Singh A.,Frontiers in Immunology,16643224,14,NA,2023-01-23,23 January 2023,10.3389/fimmu.2023.1067459,NA,"The ubiquitously expressed transcription factor TFII-I is a multifunctional protein with pleiotropic roles in gene regulation. TFII-I associated polymorphisms are implicated in Sjögren’s syndrome and Lupus in humans and, germline deletion of the Gtf2i gene in mice leads to embryonic lethality. Here we report a unique role for TFII-I in homeostasis of innate properties of B lymphocytes. Loss of Gtf2i in murine B lineage cells leads to an alteration in transcriptome, chromatin landscape and associated transcription factor binding sites, which exhibits myeloid-like features and coincides with enhanced sensitivity to LPS induced gene expression. TFII-I deficient B cells also show increased switching to IgG3, a phenotype associated with inflammation. These results demonstrate a role for TFII-I in maintaining immune homeostasis and provide clues for GTF2I polymorphisms associated with B cell dominated autoimmune diseases in humans.",4,Journal,ar,Article,100,7,7,B cell | chromatin accessibility | FO and MZ B cells | Gtf2i | innate and adaptive immunity,1067459,21100229161,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,354,NA,NA,36756127
true,https://api.elsevier.com/content/abstract/scopus_id/85147392204,SCOPUS_ID:85147392204,2-s2.0-85147392204,Lysine methyltransferase Kmt2d regulates naive CD8<sup>+</sup> T cell activation-induced survival,Kim J.,Frontiers in Immunology,16643224,13,NA,2023-01-19,19 January 2023,10.3389/fimmu.2022.1095140,NA,"Lysine specific methyltransferase 2D (Kmt2d) catalyzes the mono-methylation of histone 3 lysine 4 (H3K4me1) and plays a critical role in regulatory T cell generation via modulating Foxp3 gene expression. Here we report a role of Kmt2d in naïve CD8+ T cell generation and survival. In the absence of Kmt2d, the number of CD8+ T cells, particularly naïve CD8+ T cells (CD62Lhi/CD44lo), in spleen was greatly decreased and in vitro activation-related death significantly increased from Kmt2dfl/flCD4cre+ (KO) compared to Kmt2dfl/flCD4cre- (WT) mice. Furthermore, analyses by ChIPseq, RNAseq, and scRNAseq showed reduced H3K4me1 levels in enhancers and reduced expression of apoptosis-related genes in activated naïve CD8+ T cells in the absence of Kmt2d. Finally, we confirmed the activation-induced death of antigen-specific naïve CD8+ T cells in vivo in Kmt2d KO mice upon challenge with Listeria monocytogenes infection. These findings reveal that Kmt2d regulates activation-induced naïve CD8+ T cell survival via modulating H3K4me1 levels in enhancer regions of apoptosis and immune function-related genes.",5,Journal,ar,Article,100,13,13,cell death | H3K4me1 | KMT2D | naive CD8+ T cells | proliferation,1095140,21100229161,NIH,Z01-AG000757,National Institutes of Health,1,TRUE,all,All Open Access,355,NA,NA,36741385
true,https://api.elsevier.com/content/abstract/scopus_id/85146287252,SCOPUS_ID:85146287252,2-s2.0-85146287252,Loss of epigenetic information as a cause of mammalian aging,Yang J.H.,Cell,10974172,186,2,2023-01-19,19 January 2023,10.1016/j.cell.2022.12.027,S0092867422015707,"All living things experience an increase in entropy, manifested as a loss of genetic and epigenetic information. In yeast, epigenetic information is lost over time due to the relocalization of chromatin-modifying proteins to DNA breaks, causing cells to lose their identity, a hallmark of yeast aging. Using a system called “ICE” (inducible changes to the epigenome), we find that the act of faithful DNA repair advances aging at physiological, cognitive, and molecular levels, including erosion of the epigenetic landscape, cellular exdifferentiation, senescence, and advancement of the DNA methylation clock, which can be reversed by OSK-mediated rejuvenation. These data are consistent with the information theory of aging, which states that a loss of epigenetic information is a reversible cause of aging.",315,Journal,ar,Article,100,64,64,aging | chromatin | DNA damage | epigenetic clock | epigenetic reprogramming | RCM | relocalization of chromatin modifier | senescence,NA,18434,AFAR,LT000680/2014-L,American Foundation for Aging Research,1,TRUE,all,All Open Access,356,00928674,305-326.e27,36638792
true,https://api.elsevier.com/content/abstract/scopus_id/85147209879,SCOPUS_ID:85147209879,2-s2.0-85147209879,"A small erythropoietin derived non-hematopoietic peptide reduces cardiac inflammation, attenuates age associated declines in heart function and prolongs healthspan",Winicki N.M.,Frontiers in Cardiovascular Medicine,2297055X,9,NA,2023-01-18,18 January 2023,10.3389/fcvm.2022.1096887,NA,"Background: Aging is associated with increased levels of reactive oxygen species and inflammation that disrupt proteostasis and mitochondrial function and leads to organism-wide frailty later in life. ARA290 (cibinetide), an 11-aa non-hematopoietic peptide sequence within the cardioprotective domain of erythropoietin, mediates tissue protection by reducing inflammation and fibrosis. Age-associated cardiac inflammation is linked to structural and functional changes in the heart, including mitochondrial dysfunction, impaired proteostasis, hypertrophic cardiac remodeling, and contractile dysfunction. Can ARA290 ameliorate these age-associated cardiac changes and the severity of frailty in advanced age? Methods: We conducted an integrated longitudinal (n = 48) and cross-sectional (n = 144) 15 months randomized controlled trial in which 18-month-old Fischer 344 x Brown Norway rats were randomly assigned to either receive chronic ARA290 treatment or saline. Serial echocardiography, tail blood pressure and body weight were evaluated repeatedly at 4-month intervals. A frailty index was calculated at the final timepoint (33 months of age). Tissues were harvested at 4-month intervals to define inflammatory markers and left ventricular tissue remodeling. Mitochondrial and myocardial cell health was assessed in isolated left ventricular myocytes. Kaplan–Meier survival curves were established. Mixed ANOVA tests and linear mixed regression analysis were employed to determine the effects of age, treatment, and age-treatment interactions. Results: Chronic ARA290 treatment mitigated age-related increases in the cardiac non-myocyte to myocyte ratio, infiltrating leukocytes and monocytes, pro-inflammatory cytokines, total NF-κB, and p-NF-κB. Additionally, ARA290 treatment enhanced cardiomyocyte autophagy flux and reduced cellular accumulation of lipofuscin. The cardiomyocyte mitochondrial permeability transition pore response to oxidant stress was desensitized following chronic ARA290 treatment. Concurrently, ARA290 significantly blunted the age-associated elevation in blood pressure and preserved the LV ejection fraction. Finally, ARA290 preserved body weight and significantly reduced other markers of organism-wide frailty at the end of life. Conclusion: Administration of ARA290 reduces cell and tissue inflammation, mitigates structural and functional changes within the cardiovascular system leading to amelioration of frailty and preserved healthspan.",3,Journal,ar,Article,100,20,20,cardiac inflammation | cardiovascular aging | frailty | healthspan | inflammaging | longitudinal study,1096887,21100944558,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,357,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85146364757,SCOPUS_ID:85146364757,2-s2.0-85146364757,Werner syndrome protein works as a dimer for unwinding and replication fork regression,Shin S.,Nucleic Acids Research,13624962,51,1,2023-01-11,11 January 2023,10.1093/nar/gkac1200,NA,"The determination of the oligomeric state of functional enzymes is essential for the mechanistic understanding of their catalytic activities. RecQ helicases have diverse biochemical activities, but it is still unclear how their activities are related to their oligomeric states. We use single-molecule multi-color fluorescence imaging to determine the oligomeric states of Werner syndrome protein (WRN) during its unwinding and replication fork regression activities. We reveal that WRN binds to a forked DNA as a dimer, and unwinds it without any change of its oligomeric state. In contrast, WRN binds to a replication fork as a tetramer, and is dimerized during activation of replication fork regression. By selectively inhibiting the helicase activity of WRN on specific strands, we reveal how the active dimers of WRN distinctly use the energy of ATP hydrolysis for repetitive unwinding and replication fork regression.",3,Journal,ar,Article,100,8,8,NA,NA,14204,NIH,2022R1A2C300 8746,National Institutes of Health,1,TRUE,all,All Open Access,358,03051048,337-348,36583333
true,https://api.elsevier.com/content/abstract/scopus_id/85145972183,SCOPUS_ID:85145972183,2-s2.0-85145972183,"Aging, Health, and the Development of Neuropathology and Dementia: It's Complicated",Beason-Held L.L.,Neurology,1526632X,100,2,2023-01-10,10 January 2023,10.1212/WNL.0000000000201540,NA,NA,1,Journal,ed,Editorial,100,1,1,NA,NA,17952,NA,undefined,NA,0,FALSE,NA,NA,359,00283878,57-58,36302661
true,https://api.elsevier.com/content/abstract/scopus_id/85204904115,SCOPUS_ID:85204904115,2-s2.0-85204904115,Large-scale exome array summary statistics resources for glycemic traits to aid effector gene prioritization,Willems S.M.,Wellcome Open Research,2398502X,8,NA,2023-01-01,2023,10.12688/wellcomeopenres.18754.1,NA,"Background: Genome-wide association studies for glycemic traits have identified hundreds of loci associated with these biomarkers of glucose homeostasis. Despite this success, the challenge remains to link variant associations to genes, and underlying biological pathways. Methods: To identify coding variant associations which may pinpoint effector genes at both novel and previously established genome-wide association loci, we performed meta-analyses of exome-array studies for four glycemic traits: glycated hemoglobin (HbA1c, up to 144,060 participants), fasting glucose (FG, up to 129,665 participants), fasting insulin (FI, up to 104,140) and 2hr glucose post-oral glucose challenge (2hGlu, up to 57,878). In addition, we performed network and pathway analyses. Results: Single-variant and gene-based association analyses identified coding variant associations at more than 60 genes, which when combined with other datasets may be useful to nominate effector genes. Network and pathway analyses identified pathways related to insulin secretion, zinc transport and fatty acid metabolism. HbA1c associations were strongly enriched in pathways related to blood cell biology. Conclusions: Our results provided novel glycemic trait associations and highlighted pathways implicated in glycemic regulation. Exome-array summary statistic results are being made available to the scientific community to enable further discoveries.",1,Journal,ar,Article,100,240,100,effector genes | exome chip | genetic discovery | glycaemic traits | summary statistics resources,483,21100842667,NIHR,CZD/16/6,National Institute for Health and Care Research,1,TRUE,all,All Open Access,360,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85204482772,SCOPUS_ID:85204482772,2-s2.0-85204482772,Genetic and biomarker modulation of arterial stiffness change in the SardiNIA population cohort,Asefa N.G.,Frontiers in Epidemiology,26741199,3,NA,2023-01-01,2023,10.3389/fepid.2023.1295209,NA,"Background and aims: Arterial stiffness (AS), quantified by pulse wave velocity (PWV), arises due to impaired arterial elastic tissue and smooth muscle dysfunction. We aimed to examine the longitudinal association of genetic, lipid and inflammation biomarkers with PWV and how these associations may change with aging. Materials and methods: We utilized genotype and four time-point biomarker data from the SardiNIA cohort [n = 6,301; mean baseline age 43.3 (SD 17.3); 58% females]. To investigate the association of PWV with genetic variants, lipid, and inflammation biomarkers, we employed linear mixed modeling, using age as the time scale. Biomarkers exhibiting significant longitudinal associations were categorized into tertiles and individuals within the second tertile or those with heterozygous alleles were excluded, leaving a cohort of 2,000 individuals. This cohort was further divided into four risk groups: low genetic and low biomarker (L-L), low genetic and high biomarker (L-H), high genetic and low biomarker (H-L), and high genetic and high biomarker risk (H-H). Subsequent analyses focused on these risk groups to assess their association to PWV with time. Results: Using the complete dataset, we found a significant longitudinal association of total cholesterol (TC), triglycerides (TG), fibrinogen (FGN), and total white blood cell count (TWBC) with PWV, all with p < 3.33 × 10−3. After grouping, individuals with homogeneous risk alleles of SNP rs3742207 and high baseline TG levels (H-H group) exhibited a 1.39-fold higher PWV (m/s) (95% CI, 1.17–1.64, p = 1.21 × 10−4) compared to the L-L group. Similarly, individuals in the H-H group of rs3742207-TWBC combination showed 1.75 times higher PWV (95% CI, 1.48–0.2.07, p = 1.01 × 10−10) compared to the L-L group. Similar patterns were observed for groups based on SNP rs7152623-TWBC risk. Furthermore, these associations became more pronounced with increasing age (p < 3.33 × 10−3). Conclusion: The longitudinal association of TG and TWBC biomarkers with PWV varied by SNPs rs3742207 and rs7152623 genotype. Further studies are warranted to investigate the function of genetics, lipids, and inflammation biomarkers on PWV change.",1,Journal,ar,Article,100,10,10,arterial stiffness | environment | genetic variant | inflammation | lipid | longitudinal | pulse wave velocity,1295209,21101248642,NIA,2015-1651,Fondazione di Sardegna,1,TRUE,all,All Open Access,361,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85182215185,SCOPUS_ID:85182215185,2-s2.0-85182215185,Trafficking of hormones and trophic factors to secretory and extracellular vesicles: a historical perspective and new hypothesis,Loh Y.P.,Extracellular Vesicles and Circulating Nucleic Acids,27676641,4,4,2023-01-01,2023,10.20517/evcna.2023.34,NA,"It is well known that peptide hormones and neurotrophic factors are intercellular messengers that are packaged into secretory vesicles in endocrine cells and neurons and released by exocytosis upon the stimulation of the cells in a calcium-dependent manner. These secreted molecules bind to membrane receptors, which then activate signal transduction pathways to mediate various endocrine/trophic functions. Recently, there is evidence that these molecules are also in extracellular vesicles, including small extracellular vesicles (sEVs), which appear to be taken up by recipient cells. This finding raised the hypothesis that they may have functions differentiated from their classical secretory hormone/neurotrophic factor actions. In this article, the historical perspective and updated mechanisms for the sorting and packaging of hormones and neurotrophic factors into secretory vesicles and their transport in these organelles for release at the plasma membrane are reviewed. In contrast, little is known about the packaging of hormones and neurotrophic factors into extracellular vesicles. One proposal is that these molecules could be sorted at the trans-Golgi network, which then buds to form Golgi-derived vesicles that can fuse to endosomes and subsequently form intraluminal vesicles. They are then taken up by multivesicular bodies to form extracellular vesicles, which are subsequently released. Other possible mechanisms for packaging RSP proteins into sEVs are discussed. We highlight some studies in the literature that suggest the dual vesicular pathways for the release of hormones and neurotrophic factors from the cell may have some physiological significance in intercellular communication.",1,Journal,re,Review,100,3,3,endocrine cells | exosomes | extracellular vesicles | Hormone trafficking | neurons | sEV | trophic factor,NA,21101160588,NIH,1K22HD056137-01A1,National Institutes of Health,1,TRUE,all,All Open Access,362,NA,568-587,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85181179290,SCOPUS_ID:85181179290,2-s2.0-85181179290,Genomic loci influence patterns of structural covariance in the human brain,Wen J.,Proceedings of the National Academy of Sciences of the United States of America,10916490,120,52,2023-01-01,2023,10.1073/pnas.2300842120,NA,"Normal and pathologic neurobiological processes influence brain morphology in coordinated ways that give rise to patterns of structural covariance (PSC) across brain regions and individuals during brain aging and diseases. The genetic underpinnings of these patterns remain largely unknown. We apply a stochastic multivariate factorization method to a diverse population of 50,699 individuals (12 studies and 130 sites) and derive data-driven, multi-scale PSCs of regional brain size. PSCs were significantly correlated with 915 genomic loci in the discovery set, 617 of which are newly identified, and 72% were independently replicated. Key pathways influencing PSCs involve reelin signaling, apoptosis, neurogenesis, and appendage development, while pathways of breast cancer indicate potential interplays between brain metastasis and PSCs associated with neurodegeneration and dementia. Using support vector machines, multi-scale PSCs effectively derive imaging signatures of several brain diseases. Our results elucidate genetic and biological underpinnings that influence structural covariance patterns in the human brain.",9,Journal,ar,Article,100,66,66,imaging genetics | matrix factorization | structural covariance,e2300842120,21121,AA,ANR-19-P3IA-0001,Alzheimer's Association,1,TRUE,all,All Open Access,363,00278424,NA,38127979
true,https://api.elsevier.com/content/abstract/scopus_id/85180713642,SCOPUS_ID:85180713642,2-s2.0-85180713642,A novel conceptual model of heart rate autonomic modulation based on a small-world modular structure of the sinoatrial node,Maltsev A.V.,Frontiers in Physiology,1664042X,14,NA,2023-01-01,2023,10.3389/fphys.2023.1276023,NA,"The present view on heartbeat initiation is that a primary pacemaker cell or a group of cells in the sinoatrial node (SAN) center paces the rest of the SAN and the atria. However, recent high-resolution imaging studies show a more complex paradigm of SAN function that emerges from heterogeneous signaling, mimicking brain cytoarchitecture and function. Here, we developed and tested a new conceptual numerical model of SAN organized similarly to brain networks featuring a modular structure with small-world topology. In our model, a lower rate module leads action potential (AP) firing in the basal state and during parasympathetic stimulation, whereas a higher rate module leads during β-adrenergic stimulation. Such a system reproduces the respective shift of the leading pacemaker site observed experimentally and a wide range of rate modulation and robust function while conserving energy. Since experimental studies found functional modules at different scales, from a few cells up to the highest scale of the superior and inferior SAN, the SAN appears to feature hierarchical modularity, i.e., within each module, there is a set of sub-modules, like in the brain, exhibiting greater robustness, adaptivity, and evolvability of network function. In this perspective, our model offers a new mainframe for interpreting new data on heterogeneous signaling in the SAN at different scales, providing new insights into cardiac pacemaker function and SAN-related cardiac arrhythmias in aging and disease.",4,Journal,ar,Article,100,4,4,autonomic modulation of heart rate | cell heterogeneity | heartbeat | numerical model | pacemaker mechanism | shift of the leading pacemaker site | sinoatrial node | small-world network,1276023,21100215107,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,364,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85180592295,SCOPUS_ID:85180592295,2-s2.0-85180592295,Health Care Provider Stigma Toward Patients With Substance Use Disorders: Protocol for a Nationally Representative Survey,Parish C.L.,JMIR Research Protocols,19290748,12,1,2023-01-01,January 2023,10.2196/47548,NA,"Background: The US overdose epidemic is an escalating public health emergency, accounting for over 100,000 deaths annually. Despite the availability of medications for opioid use disorders, provider-level barriers, such as negative attitudes, exacerbate the treatment gap in clinical care settings. Assessing the prevalence and intensity of provider stigma, defined as the negative perceptions and behaviors that providers embody and enact toward patients with substance use disorders, across providers with different specialties, is critical to expanding the delivery of substance use treatment. Objective: To thoroughly understand provider stigma toward patients with substance use disorders, we conducted a nationwide survey of emergency medicine and primary care physicians and dentists using a questionnaire designed to reveal how widely and intensely provider attitudes and stigma can impact these providers’ clinical practices in caring for their patients. The survey also queried providers’ stigma and clinical practices toward other chronic conditions, which can then be compared with their stigma and practices related to substance use disorders. Methods: Our cross-sectional survey was mailed to a nationally representative sample of primary care physicians, emergency medicine physicians, and dentists (N=3011), obtained by American Medical Association and American Dental Association licensees based on specified selection criteria. We oversampled nonmetropolitan practice areas, given the potential differences in provider stigma and available resources in these regions compared with metropolitan areas. Data collection followed a recommended series of contacts with participants per the Dillman Total Design Method, with mixed-modality options offered (email, mail, fax, and phone). A gradually increasing compensation scale (maximum US$250) was implemented to recruit chronic nonresponders and assess the association between requiring higher incentives to participate and providers stigma. The primary outcome, provider stigma, was measured using the Medical Condition Regard Scale, which inquired about participants’ views on substance use and other chronic conditions. Additional survey measures included familiarity and social engagement with people with substance use disorders; clinical practices (screening, treating, and referring for a range of chronic conditions); subjective norms and social desirability; knowledge and prior education; and descriptions of their patient populations. Results: Data collection was facilitated through collaboration with the National Opinion Research Center between October 2020 and October 2022. The overall Council of American Survey Research Organizations completion rate was 53.62% (1240/2312.7; physicians overall: 855/1681.9, 50.83% [primary care physicians: 506/1081.3, 46.79%; emergency medicine physicians: 349/599.8, 58.2%]; dentists: 385/627.1, 61.4%). The ineligibility rate among those screened is applied to those not screened, causing denominators to include fractional numbers. Conclusions: Using systematically quantified data on the prevalence and intensity of provider stigma toward substance use disorders in health care, we can provide evidence-based improvement strategies and policies to inform the development and implementation of stigma-reduction interventions for providers to address their perceptions and treatment of substance use.",6,Journal,ar,Article,100,12,12,cross-sectional survey study | provider attitudes | provider stigma | substance use disorders | survey methodology,e47548,21100967335,NIH,5UG1DA013720-23,National Institutes of Health,1,TRUE,all,All Open Access,365,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85180205348,SCOPUS_ID:85180205348,2-s2.0-85180205348,Editorial: DNA repair and interventions in aging,Brosh R.M.,Frontiers in Aging,26736217,4,NA,2023-01-01,2023,10.3389/fragi.2023.1306463,NA,NA,1,Journal,ed,Editorial,100,3,3,aging | biomarker | cockayne syndrome | DNA repair | epigenetic | mouse model | NAD + | oxidative stress,1306463,21101158871,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,366,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85180014463,SCOPUS_ID:85180014463,2-s2.0-85180014463,Diabetes-associated breast cancer is molecularly distinct and shows a DNA damage repair deficiency,Panigrahi G.,JCI Insight,23793708,8,23,2023-01-01,2023,10.1172/jci.insight.170105,NA,"Diabetes commonly affects patients with cancer. We investigated the influence of diabetes on breast cancer biology using a 3-pronged approach that included analysis of orthotopic human tumor xenografts, patient tumors, and breast cancer cells exposed to diabetes/hyperglycemia-like conditions. We aimed to identify shared phenotypes and molecular signatures by investigating the metabolome, transcriptome, and tumor mutational burden. Diabetes and hyperglycemia did not enhance cell proliferation but induced mesenchymal and stem cell-like phenotypes linked to increased mobility and odds of metastasis. They also promoted oxyradical formation and both a transcriptome and mutational signatures of DNA repair deficiency. Moreover, food- and microbiome-derived metabolites tended to accumulate in breast tumors in the presence of diabetes, potentially affecting tumor biology. Breast cancer cells cultured under hyperglycemia-like conditions acquired increased DNA damage and sensitivity to DNA repair inhibitors. Based on these observations, we conclude that diabetes-associated breast tumors may show an increased drug response to DNA damage repair inhibitors.",7,Journal,ar,Article,100,19,19,NA,e170105,21100894518,NIH,ZIA BC 010887,National Institutes of Health,1,TRUE,all,All Open Access,367,NA,NA,37906280
true,https://api.elsevier.com/content/abstract/scopus_id/85178030022,SCOPUS_ID:85178030022,2-s2.0-85178030022,Mapping the individual human cortex using multidimensional MRI and unsupervised learning,Kundu S.,Brain Communications,26321297,5,6,2023-01-01,2023,10.1093/braincomms/fcad258,NA,"Human evolution has seen the development of higher-order cognitive and social capabilities in conjunction with the unique laminar cytoarchitecture of the human cortex. Moreover, early-life cortical maldevelopment has been associated with various neurodevelopmental diseases. Despite these connections, there is currently no noninvasive technique available for imaging the detailed cortical laminar structure. This study aims to address this scientific and clinical gap by introducing an approach for imaging human cortical lamina. This method combines diffusion–relaxation multidimensional MRI with a tailored unsupervised machine learning approach that introduces enhanced microstructural sensitivity. This new imaging method simultaneously encodes the microstructure, the local chemical composition and importantly their correlation within complex and heterogenous tissue. To validate our approach, we compared the intra-cortical layers obtained using our ex vivo MRI-based method with those derived from Nissl staining of postmortem human brain specimens. The integration of unsupervised learning with diffusion–relaxation correlation MRI generated maps that demonstrate sensitivity to areal differences in cytoarchitectonic features observed in histology. Significantly, our observations revealed layer-specific diffusion–relaxation signatures, showing reductions in both relaxation times and diffusivities at the deeper cortical levels. These findings suggest a radial decrease in myelin content and changes in cell size and anisotropy, reflecting variations in both cytoarchitecture and myeloarchitecture. Additionally, we demonstrated that 1D relaxation and high-order diffusion MRI scalar indices, even when aggregated and used jointly in a multimodal fashion, cannot disentangle the cortical layers. Looking ahead, our technique holds the potential to open new avenues of research in human neurodevelopment and the vast array of disorders caused by disruptions in neurodevelopment.",3,Journal,ar,Article,100,8,8,cortical parcellation | diffusion–relaxation | machine learning | microstructure imaging | multidimensional MRI,1,21101098750,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,368,NA,NA,NA
